Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_2,Ast_2,G+A_2,G-PK_2,G+A-PK,xG_2,xAG_2,xG+xAG_2,npxG_2,npxG+xAG_2,Matches
215,Caíque de Jesus Gonçalves,br BRA,MF,Juventude,28-220,1995,4,4,342,3.8,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.2,2,12,4,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
216,John,br BRA,GK,Botafogo (RJ),28-094,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
217,Felipe Jonatan,br BRA,DF,Fortaleza,26-092,1998,2,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,9,4,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
218,Daniel Jr,br BRA,"MF,FW",Vitória,22-008,2002,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.03,0.24,0.27,0.03,0.27,Matches
219,Luciano Juba,br BRA,DF,Bahia,24-262,1999,6,6,540,6.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,28,10,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
220,Julimar,br BRA,"FW,MF",Ath Paranaense,23-113,2001,6,3,307,3.4,0,1,1,0,0,0,1,0,1.1,1.1,0.4,1.5,11,9,28,0.00,0.29,0.29,0.00,0.29,0.34,0.11,0.44,0.34,0.44,Matches
221,Lucas Kal,br BRA,"MF,DF",Atl Goianiense,28-062,1996,2,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
222,Walter Kannemann,ar ARG,DF,Grêmio,33-064,1991,2,2,103,1.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Kanu,br BRA,DF,Bahia,27-071,1997,4,4,360,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
224,Alan Kardec,br BRA,FW,Atlético Mineiro,35-126,1989,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
225,Renato Kayser,br BRA,FW,Criciúma,28-090,1996,1,1,85,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.5,0,4,3,1.06,0.00,1.06,1.06,1.06,0.48,0.07,0.56,0.48,0.56,Matches
226,Renato Kayser,br BRA,FW,Fortaleza,28-090,1996,4,3,228,2.5,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.1,4,4,7,0.00,0.00,0.00,0.00,0.00,0.37,0.05,0.42,0.37,0.42,Matches
227,John Kennedy,br BRA,FW,Fluminense,21-365,2002,4,0,119,1.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,3,10,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
228,Keno,br BRA,FW,Fluminense,34-250,1989,1,1,78,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,4,3,6,0.00,0.00,0.00,0.00,0.00,0.37,0.04,0.41,0.37,0.41,Matches
229,Kleiton,br BRA,FW,Juventude,25-024,1999,1,0,29,0.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,2,1,0,0.00,0.00,0.00,0.00,0.00,1.57,0.00,1.57,1.57,1.57,Matches
230,Gabriel Knesowitsch,br BRA,DF,Cuiabá,20-212,2003,2,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Benjamín Kuscevic,cl CHI,DF,Fortaleza,28-015,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
232,Derik Lacerda,br BRA,"MF,FW",Cuiabá,24-233,1999,4,3,245,2.7,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,0,3,11,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
233,Ignacio Laquintana,uy URU,"FW,MF",Red Bull Bragantino,25-106,1999,4,2,165,1.8,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.6,4,5,15,0.55,0.00,0.55,0.55,0.55,0.29,0.03,0.32,0.29,0.32,Matches
234,Lázaro,br BRA,"FW,MF",Palmeiras,22-066,2002,6,2,232,2.6,1,0,1,1,0,0,0,0,1.0,1.0,0.3,1.2,10,20,28,0.39,0.00,0.39,0.39,0.39,0.37,0.11,0.48,0.37,0.48,Matches
235,Mauricio Lemos,uy URU,DF,Atlético Mineiro,28-141,1995,4,3,247,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,9,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
236,Willean Lepo,br BRA,DF,Vitória,27-122,1997,3,2,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,5,2,0.00,0.00,0.00,0.00,0.00,0.01,0.17,0.18,0.01,0.18,Matches
237,Lima,br BRA,MF,Fluminense,27-341,1996,6,5,410,4.6,2,0,2,2,0,0,3,0,0.4,0.4,0.1,0.4,6,11,8,0.44,0.00,0.44,0.44,0.44,0.08,0.02,0.10,0.08,0.10,Matches
238,Lincoln,br BRA,MF,Red Bull Bragantino,25-192,1998,3,0,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,9,3,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
239,José López,ar ARG,"FW,DF",Palmeiras,23-163,2000,5,3,243,2.7,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.6,3,6,14,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.21,0.13,0.21,Matches
240,Lorran,br BRA,"MF,FW",Flamengo,17-318,2006,4,1,125,1.4,1,1,2,1,0,0,0,0,0.9,0.9,0.4,1.3,6,6,14,0.72,0.72,1.44,0.72,1.44,0.63,0.27,0.90,0.63,0.90,Matches
241,Vágner Love,br BRA,MF,Atl Goianiense,39-341,1984,2,0,35,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36,Matches
242,Lucão,br BRA,GK,Red Bull Bragantino,23-081,2001,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
243,Ayrton Lucas,br BRA,DF,Flamengo,26-333,1997,6,6,517,5.7,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,15,18,9,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches
244,Jean Lucas,br BRA,MF,Bahia,25-330,1998,6,6,540,6.0,0,2,2,0,0,0,1,0,0.5,0.5,0.6,1.1,9,26,40,0.00,0.33,0.33,0.00,0.33,0.09,0.10,0.19,0.09,0.19,Matches
245,João Lucas,br BRA,DF,Juventude,26-069,1998,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,17,21,16,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
246,Luciano,br BRA,"MF,FW",São Paulo,30-365,1993,6,6,511,5.7,3,0,3,2,1,1,3,0,2.4,1.6,0.8,2.4,2,11,39,0.53,0.00,0.53,0.35,0.35,0.42,0.15,0.56,0.28,0.43,Matches
247,André Luis,br BRA,"MF,FW",Cuiabá,27-026,1997,4,0,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
248,Machado,br BRA,MF,Cruzeiro,28-118,1996,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
249,Imanol Machuca,ar ARG,"MF,FW",Fortaleza,24-123,2000,5,1,140,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.4,0.6,12,5,15,0.64,0.00,0.64,0.64,0.64,0.15,0.26,0.41,0.15,0.41,Matches
250,Guilherme Madruga,br BRA,MF,Cuiabá,23-188,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
251,Mádson,br BRA,DF,Ath Paranaense,32-125,1992,5,1,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,4,7,0.00,0.00,0.00,0.00,0.00,0.02,0.13,0.15,0.02,0.15,Matches
252,Maguinho,br BRA,"DF,FW",Atl Goianiense,31-132,1993,3,2,180,2.0,0,1,1,0,0,0,0,1,0.0,0.0,0.1,0.1,1,2,3,0.00,0.50,0.50,0.00,0.50,0.01,0.06,0.07,0.01,0.07,Matches
253,Pablo Maia,br BRA,MF,São Paulo,22-128,2002,3,3,259,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0,18,3,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.11,0.05,0.11,Matches
254,Thiago Maia,br BRA,MF,Internacional,27-055,1997,4,3,244,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,14,2,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.14,0.09,0.14,Matches
255,Walisson Maia,br BRA,DF,Criciúma,32-270,1991,3,2,201,2.2,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.8,0,1,1,0.00,0.45,0.45,0.00,0.45,0.05,0.29,0.34,0.05,0.34,Matches
256,Maicon,br BRA,DF,Vasco da Gama,35-246,1988,5,3,360,4.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.5,0,15,0,0.25,0.00,0.25,0.25,0.25,0.11,0.01,0.12,0.11,0.12,Matches
257,Hugo Mallo,es ESP,DF,Internacional,32-330,1991,1,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
258,Léo Mana,br BRA,DF,Corinthians,20-041,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
259,Luis Mandaca,br BRA,"MF,FW",Juventude,22-228,2001,3,1,97,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
260,Manoel,br BRA,DF,Fluminense,34-081,1990,5,5,381,4.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
261,Fernando Marçal,br BRA,DF,Botafogo (RJ),35-088,1989,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
262,Marcelinho,br BRA,"MF,FW",Juventude,21-158,2002,4,1,157,1.7,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.3,0,4,10,0.00,0.57,0.57,0.00,0.57,0.14,0.02,0.16,0.14,0.16,Matches
263,Marcelo,br BRA,DF,Fluminense,36-005,1988,5,4,360,4.0,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,5,14,12,0.00,0.25,0.25,0.00,0.25,0.06,0.10,0.15,0.06,0.15,Matches
264,João Marcelo,br BRA,DF,Cruzeiro,23-339,2000,5,4,361,4.0,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,6,18,1,0.00,0.25,0.25,0.00,0.25,0.01,0.01,0.02,0.01,0.02,Matches
265,Agustín Marchesín,ar ARG,GK,Grêmio,36-062,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
266,Zé Marcos,br BRA,DF,Juventude,26-106,1998,3,3,258,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,6,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
267,Erick Marcus,br BRA,"MF,FW",Vasco da Gama,20-077,2004,2,0,63,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,3,6,0.00,0.00,0.00,0.00,0.00,0.08,0.13,0.21,0.08,0.21,Matches
268,Marinho,br BRA,"FW,DF",Fortaleza,33-354,1990,5,3,243,2.7,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.7,10,9,15,0.00,0.00,0.00,0.00,0.00,0.11,0.17,0.28,0.11,0.28,Matches
269,Marlon,br BRA,DF,Cruzeiro,26-363,1997,5,5,450,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,13,27,21,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
270,Marquinhos,br BRA,"DF,FW",Fluminense,21-040,2003,6,6,537,6.0,0,1,1,0,0,0,2,0,0.3,0.3,1.6,1.9,24,11,42,0.00,0.17,0.17,0.00,0.17,0.05,0.27,0.32,0.05,0.32,Matches
271,Juan Martín Lucero,ar ARG,FW,Fortaleza,32-169,1991,4,2,214,2.4,1,1,2,1,0,0,2,0,0.2,0.2,0.0,0.3,1,0,8,0.42,0.42,0.84,0.42,0.84,0.09,0.02,0.11,0.09,0.11,Matches
272,Martinelli,br BRA,"MF,DF",Fluminense,23-007,2001,6,6,495,5.5,1,0,1,1,0,0,1,0,0.5,0.5,0.2,0.7,3,19,6,0.18,0.00,0.18,0.18,0.18,0.09,0.04,0.13,0.09,0.13,Matches
273,Adriano Martins,br BRA,DF,Atl Goianiense,27-046,1997,3,3,255,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
274,Gustavo Martins Santos,br BRA,DF,Grêmio,21-280,2002,3,2,257,2.9,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,11,1,0.35,0.00,0.35,0.35,0.35,0.24,0.00,0.24,0.24,0.24,Matches
275,Gonzalo Mastriani,uy URU,FW,Ath Paranaense,31-019,1993,5,1,147,1.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,3,11,0.61,0.00,0.61,0.61,0.61,0.18,0.00,0.18,0.18,0.18,Matches
276,Fellipe Mateus,br BRA,MF,Criciúma,33-095,1991,3,3,262,2.9,2,0,2,2,0,0,1,0,0.2,0.2,0.1,0.4,2,8,11,0.69,0.00,0.69,0.69,0.69,0.09,0.04,0.12,0.09,0.12,Matches
277,Matheusinho,br BRA,"FW,MF",Vitória,26-212,1997,5,5,394,4.4,1,2,3,1,0,0,1,0,0.6,0.6,1.4,2.0,8,11,21,0.23,0.46,0.69,0.23,0.69,0.13,0.32,0.46,0.13,0.46,Matches
278,Matheusinho,br BRA,"FW,MF",Criciúma,26-096,1998,2,0,25,0.3,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,3.60,0.00,3.60,3.60,3.60,0.45,0.00,0.45,0.45,0.45,Matches
279,Matheuzinho,br BRA,"DF,FW",Corinthians,23-252,2000,4,1,198,2.2,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.8,1,6,19,0.00,0.00,0.00,0.00,0.00,0.23,0.13,0.36,0.23,0.36,Matches
280,Mauricio,br BRA,MF,Internacional,22-361,2001,4,4,336,3.7,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,7,5,33,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.27,0.07,0.27,Matches
281,Max,br BRA,"MF,FW",Atl Goianiense,21-324,2002,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Matches
282,Max,br BRA,MF,Cuiabá,23-005,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
283,Maycon,br BRA,MF,Corinthians,26-307,1997,2,0,47,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
284,Mayke,br BRA,DF,Palmeiras,31-189,1992,5,4,340,3.8,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,4,12,20,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
285,Gary Medel,cl CHI,DF,Vasco da Gama,36-288,1987,2,2,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
286,Felipe Melo,br BRA,DF,Fluminense,40-326,1983,4,4,206,2.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
287,Douglas Mendes,br BRA,DF,Red Bull Bragantino,19-339,2004,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
288,Nathan Mendes,br BRA,DF,Red Bull Bragantino,21-272,2002,3,3,270,3.0,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,3,13,4,0.00,0.33,0.33,0.00,0.33,0.06,0.02,0.09,0.06,0.09,Matches
289,Gabriel Menino,br BRA,MF,Palmeiras,23-231,2000,5,3,281,3.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.3,4,17,9,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11,0.05,0.11,Matches
290,Gabriel Mercado,ar ARG,DF,Internacional,37-060,1987,3,2,225,2.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches
291,Higor Meritão,br BRA,MF,Criciúma,29-329,1994,3,3,255,2.8,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,2,9,2,0.35,0.00,0.35,0.35,0.35,0.24,0.00,0.24,0.24,0.24,Matches
292,Carlos Miguel,br BRA,GK,Corinthians,25-221,1998,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
293,Lucas Mineiro,br BRA,MF,Cuiabá,28-083,1996,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
294,Moises,br BRA,FW,Fortaleza,27-258,1996,5,0,137,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,8,3,8,0.00,0.00,0.00,0.00,0.00,0.28,0.14,0.42,0.28,0.42,Matches
295,Jacob Montes,ni NCA,"FW,MF",Botafogo (RJ),25-210,1998,1,0,19,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,4.74,0.00,4.74,4.74,4.74,0.59,0.00,0.59,0.59,0.59,Matches
296,Aníbal Moreno,ar ARG,MF,Palmeiras,25-004,1999,4,4,351,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,19,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Matches
297,Henry Mosquera,co COL,"FW,MF",Red Bull Bragantino,22-184,2001,6,4,389,4.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,18,10,27,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Matches
298,Gustavo Mosquito,br BRA,FW,Corinthians,26-253,1997,4,1,159,1.8,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,6,5,14,0.00,0.57,0.57,0.00,0.57,0.11,0.04,0.15,0.11,0.15,Matches
299,Jean Mota,br BRA,MF,Vitória,30-215,1993,3,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,5,6,0.00,0.00,0.00,0.00,0.00,0.05,0.22,0.27,0.05,0.27,Matches
300,Hugo Moura,br BRA,MF,Vasco da Gama,26-135,1998,3,2,130,1.4,0,1,1,0,0,0,1,1,0.0,0.0,0.3,0.3,2,7,3,0.00,0.69,0.69,0.00,0.69,0.00,0.22,0.22,0.00,0.22,Matches
301,Léo Naldi,br BRA,MF,Vitória,22-273,2001,2,1,74,0.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,5,4,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
302,Matheus Nascimento,br BRA,FW,Botafogo (RJ),20-075,2004,1,1,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
303,Nata,br BRA,"MF,DF",Grêmio,22-347,2001,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
304,Kaiky Naves,br BRA,FW,Palmeiras,22-009,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
305,Nenê,br BRA,"MF,FW",Juventude,42-303,1981,4,4,267,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,13,19,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
306,Neris,br BRA,DF,Cruzeiro,31-335,1992,4,3,231,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
307,Rodrigo Nestor,br BRA,"MF,FW",São Paulo,23-282,2000,4,2,161,1.8,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,6,11,11,0.00,0.56,0.56,0.00,0.56,0.12,0.15,0.27,0.12,0.27,Matches
308,José Vitor Silva Neves,br BRA,"FW,MF",Ath Paranaense,24-015,2000,3,0,86,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
309,Newton,br BRA,MF,Criciúma,24-066,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
310,Nikão,br BRA,"FW,MF",Ath Paranaense,31-293,1992,3,1,120,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,2,5,5,0.75,0.00,0.75,0.75,0.75,0.54,0.00,0.54,0.54,0.54,Matches
311,Gustavo Nunes,br BRA,FW,Grêmio,18-179,2005,4,1,203,2.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,12,6,21,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
312,Cauly Oliveira Souza,br BRA,"MF,FW",Bahia,28-245,1995,6,5,463,5.1,1,2,3,1,0,0,0,0,0.5,0.5,1.2,1.7,11,25,35,0.19,0.39,0.58,0.19,0.58,0.09,0.23,0.33,0.09,0.33,Matches
313,Leo Ortiz,br BRA,DF,Flamengo,28-135,1996,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
314,Osvaldo,br BRA,"MF,FW",Vitória,37-036,1987,4,4,245,2.7,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,6,3,18,0.00,0.00,0.00,0.00,0.00,0.25,0.03,0.28,0.25,0.28,Matches
315,Otávio,br BRA,MF,Atlético Mineiro,30-013,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,31,6,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
316,Pablo,br BRA,"FW,MF",Ath Paranaense,31-329,1992,5,5,374,4.2,2,0,2,2,0,0,1,0,0.8,0.8,0.5,1.3,5,15,16,0.48,0.00,0.48,0.48,0.48,0.20,0.12,0.31,0.20,0.31,Matches
317,Pablo,br BRA,DF,Botafogo (RJ),32-331,1991,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
318,Bruno Pacheco,br BRA,DF,Fortaleza,32-161,1991,4,3,302,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,4,7,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Matches
319,Patryck,br BRA,DF,São Paulo,21-120,2003,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
320,Patrick de Paula,br BRA,MF,Botafogo (RJ),24-252,1999,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
321,Paulinho,br BRA,FW,Atlético Mineiro,23-307,2000,5,5,403,4.5,2,1,3,1,1,1,2,0,2.1,1.3,0.4,1.7,14,11,40,0.45,0.22,0.67,0.22,0.45,0.46,0.08,0.54,0.29,0.37,Matches
322,Paulinho,br BRA,MF,Corinthians,35-297,1988,6,1,118,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,4,6,1,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28,Matches
323,Cristian Pavón,ar ARG,FW,Grêmio,28-117,1996,2,2,111,1.2,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.8,4,4,8,0.00,0.81,0.81,0.00,0.81,0.21,0.46,0.68,0.21,0.68,Matches
324,Dimitri Payet,fr FRA,MF,Vasco da Gama,37-049,1987,2,2,111,1.2,0,2,2,0,0,0,0,0,0.6,0.6,0.8,1.3,2,13,10,0.00,1.62,1.62,0.00,1.62,0.45,0.62,1.07,0.45,1.07,Matches
