Rk;Player;Nation;Pos;Squad;Age;Born;MP;Min;Mn/MP;Min%;90s;Starts;Mn/Start;Compl;Subs;Mn/Sub;unSub;PPM;onG;onGA;+/-;+/-90;On-Off;onxG;onxGA;xG+/-;xG+/-90;On-Off_2;Matches;Curr_Date
1;Abner;br BRA;MF;Juventude;20-030;2004;1;8;8;2.2;0.1;0;;0;1;8;2;0.00;1;0;+1;+11.25;+12.02;0.2;0.0;+0.2;+2.01;+2.62;Matches;2024-05-18
2;Luiz Adriano;br BRA;FW;Vitória;37-037;1987;4;76;19;16.9;0.8;0;;0;4;19;0;0.25;1;1;0;0.00;+1.44;1.3;1.9;-0.6;-0.75;+0.03;Matches;2024-05-18
3;Adriel;br BRA;GK;Bahia;23-126;2001;0;;;;;0;;0;0;;2;;;;;;;;;;;;Matches;2024-05-18
4;Adson;br BRA;FW,MF;Vasco da Gama;23-226;2000;5;104;21;19.3;1.2;0;;0;5;21;1;1.20;2;3;-1;-0.87;-0.04;2.2;2.5;-0.3;-0.22;-0.10;Matches;2024-05-18
5;Lucas Alario;ar ARG;FW,MF;Internacional;31-224;1992;2;42;21;11.7;0.5;0;;0;2;21;1;2.00;1;0;+1;+2.14;+2.14;0.9;0.2;+0.7;+1.55;+0.85;Matches;2024-05-18
6;Yuri Alberto;br BRA;FW;Corinthians;23-062;2001;4;213;53;39.4;2.4;2;73;1;2;34;0;0.25;0;2;-2;-0.85;-0.85;2.7;1.5;+1.2;+0.52;+0.37;Matches;2024-05-18
7;Alerrandro;br BRA;FW;Vitória;24-128;2000;4;276;69;61.3;3.1;4;69;0;0;;1;0.25;3;7;-4;-1.30;-0.27;3.2;4.7;-1.6;-0.51;+0.67;Matches;2024-05-18
8;Caio Alexandre;br BRA;MF;Bahia;25-085;1999;6;442;74;81.9;4.9;6;74;0;0;;0;2.17;7;4;+3;+0.61;+0.61;7.1;4.0;+3.2;+0.64;+0.23;Matches;2024-05-18
9;Matheus Alexandre;br BRA;DF;Cuiabá;25-042;1999;3;270;90;75.0;3.0;3;90;3;0;;1;0.00;0;6;-6;-2.00;+2.00;2.0;4.6;-2.6;-0.86;+0.78;Matches;2024-05-18
10;Alexsander;br BRA;MF;Fluminense;20-224;2003;3;145;48;26.9;1.6;1;90;1;2;28;2;0.33;2;4;-2;-1.24;-0.79;1.4;2.6;-1.2;-0.77;-0.55;Matches;2024-05-18
11;Alisson;br BRA;GK;Criciúma;28-346;1995;2;180;90;66.7;2.0;2;90;2;0;;1;1.00;2;2;0;0.00;-4.00;1.0;1.6;-0.6;-0.28;+0.18;Matches;2024-05-18
12;Alisson;br BRA;DF,MF;Atlético Mineiro;18-241;2005;4;122;31;27.1;1.4;1;90;1;3;11;1;2.00;3;1;+2;+1.48;+0.38;2.8;0.8;+2.0;+1.47;+1.43;Matches;2024-05-18
13;Alisson;br BRA;MF;São Paulo;30-329;1993;6;516;86;95.6;5.7;6;86;4;0;;0;1.67;9;5;+4;+0.70;+0.70;8.1;3.4;+4.7;+0.83;+0.45;Matches;2024-05-18
14;Allan;br BRA;MF;Flamengo;27-077;1997;5;346;69;64.1;3.8;4;75;1;1;45;1;1.60;4;4;0;0.00;-0.93;4.4;3.7;+0.7;+0.19;+0.02;Matches;2024-05-18
15;Felipe Alves Raymundo;br BRA;GK;Fluminense;35-364;1988;0;;;;;0;;0;0;;6;;;;;;;;;;;;Matches;2024-05-18
16;Anderson;br BRA;GK;Cruzeiro;26-075;1998;5;450;90;100.0;5.0;5;90;5;0;;0;2.00;8;7;+1;+0.20;;5.0;5.5;-0.5;-0.10;;Matches;2024-05-18
17;Kervin Andrade;ve VEN;MF;Fortaleza;19-036;2005;1;70;70;15.6;0.8;1;70;0;0;;4;1.00;1;1;0;0.00;-0.24;0.9;0.4;+0.5;+0.68;+0.78;Matches;2024-05-18
18;Rodrigo Andrade;br BRA;MF,FW;Vitória;26-350;1997;3;233;78;51.8;2.6;3;78;1;0;;0;0.33;3;5;-2;-0.77;+0.89;4.5;4.3;+0.2;+0.06;+1.72;Matches;2024-05-18
19;André;br BRA;MF,DF;Fluminense;22-308;2001;3;270;90;50.0;3.0;3;90;3;0;;0;1.33;5;5;0;0.00;+1.33;3.4;4.1;-0.7;-0.23;+0.27;Matches;2024-05-18
20;Marcos André;br BRA;DF;Ath Paranaense;17-331;2006;0;;;;;0;;0;0;;3;;;;;;;;;;;;Matches;2024-05-18
21;Wilker Ángel;ve VEN;DF;Criciúma;31-062;1993;2;69;35;25.6;0.8;1;66;0;1;3;0;2.00;3;0;+3;+3.91;+3.47;0.6;1.6;-1.1;-1.39;-1.41;Matches;2024-05-18
22;Anthoni;br BRA;GK;Internacional;22-117;2002;0;;;;;0;;0;0;;1;;;;;;;;;;;;Matches;2024-05-18
23;Léo Aragão;br BRA;GK;Cruzeiro;22-030;2002;0;;;;;0;;0;0;;4;;;;;;;;;;;;Matches;2024-05-18
24;Guilherme Arana;br BRA;DF;Atlético Mineiro;27-035;1997;5;372;74;82.7;4.1;3;90;3;2;51;0;1.80;7;3;+4;+0.97;-1.34;4.4;3.7;+0.8;+0.18;-1.42;Matches;2024-05-18
25;Luiz Araújo;br BRA;FW,MF;Flamengo;27-352;1996;6;360;60;66.7;4.0;3;75;0;3;45;0;1.83;4;3;+1;+0.25;-0.25;3.9;3.2;+0.7;+0.18;-0.01;Matches;2024-05-18
26;Michel Araujo;uy URU;DF,MF;São Paulo;27-234;1996;5;245;49;45.4;2.7;3;66;1;2;23;0;1.40;3;2;+1;+0.37;-0.55;4.2;1.3;+3.0;+1.08;+0.51;Matches;2024-05-18
27;Robert Arboleda;ec ECU;DF;São Paulo;32-210;1991;6;540;90;100.0;6.0;6;90;6;0;;0;1.67;10;6;+4;+0.67;;8.4;3.6;+4.8;+0.81;;Matches;2024-05-18
28;Lucas Arcanjo;br BRA;GK;Vitória;25-285;1998;5;450;90;100.0;5.0;5;90;5;0;;0;0.20;5;11;-6;-1.20;;5.2;9.0;-3.9;-0.77;;Matches;2024-05-18
29;Jhon Arias;co COL;FW;Fluminense;26-241;1997;6;540;90;100.0;6.0;6;90;6;0;;0;0.83;8;12;-4;-0.67;;6.2;8.4;-2.2;-0.36;;Matches;2024-05-18
30;Santiago Arias;co COL;DF;Bahia;32-127;1992;6;540;90;100.0;6.0;6;90;6;0;;0;2.17;9;6;+3;+0.50;;8.9;5.3;+3.6;+0.60;;Matches;2024-05-18
31;Arthur;br BRA;FW;Cruzeiro;25-321;1998;5;343;69;76.2;3.8;5;69;0;0;;0;2.00;5;6;-1;-0.26;-1.94;3.6;4.7;-1.2;-0.30;-0.84;Matches;2024-05-18
32;Arthur;br BRA;FW,MF;Criciúma;31-339;1992;3;90;30;33.3;1.0;1;60;0;2;15;0;1.67;4;0;+4;+4.00;+4.00;0.8;2.0;-1.2;-1.23;-1.35;Matches;2024-05-18
33;Arthur;br BRA;MF;Fluminense;20-085;2004;0;;;;;0;;0;0;;3;;;;;;;;;;;;Matches;2024-05-18
34;Arthur;br BRA;FW;Corinthians;21-068;2003;0;;;;;0;;0;0;;1;;;;;;;;;;;;Matches;2024-05-18
35;Filipe Augusto;br BRA;MF;Cuiabá;30-281;1993;1;14;14;3.9;0.2;0;;0;1;14;0;0.00;0;1;-1;-6.43;-4.09;0.0;0.2;-0.2;-1.40;-0.36;Matches;2024-05-18
36;Renato Augusto;br BRA;FW,MF;Fluminense;36-101;1988;2;62;31;11.5;0.7;0;;0;2;31;0;0.50;1;2;-1;-1.45;-0.89;0.8;0.9;-0.1;-0.07;+0.32;Matches;2024-05-18
37;Yarlen Augusto;br BRA;FW;Botafogo (RJ);18-089;2006;0;;;;;0;;0;0;;5;;;;;;;;;;;;Matches;2024-05-18
38;Gabriel Baralhas;br BRA;MF;Atl Goianiense;25-222;1998;4;323;81;71.8;3.6;4;81;3;0;;0;0.00;1;6;-5;-1.39;-0.68;4.2;3.5;+0.7;+0.18;+1.62;Matches;2024-05-18
39;Danilo Barbosa;br BRA;MF;Botafogo (RJ);28-081;1996;6;319;53;59.1;3.5;4;73;1;2;14;0;1.67;9;4;+5;+1.41;+1.41;4.4;4.2;+0.2;+0.05;-0.28;Matches;2024-05-18
40;Diogo Barbosa;br BRA;DF;Fluminense;31-276;1992;3;156;52;28.9;1.7;2;75;0;1;6;2;0.25;4;6;-2;-1.15;-0.69;0.7;2.8;-2.1;-1.23;-1.22;Matches;2024-05-18
41;Gabriel Barbosa;br BRA;FW;Flamengo;27-263;1996;1;45;45;8.3;0.5;0;;0;1;45;1;3.00;1;0;+1;+2.00;+1.82;0.6;1.1;-0.5;-1.01;-1.30;Matches;2024-05-18
42;Lucas Barbosa;br BRA;MF,FW;Juventude;23-087;2001;4;294;74;81.7;3.3;4;74;0;0;;0;1.25;4;6;-2;-0.61;-0.61;2.3;5.2;-2.8;-0.87;-1.70;Matches;2024-05-18
43;Alexander Barboza;ar ARG;DF,FW;Botafogo (RJ);29-064;1995;4;124;31;23.0;1.4;1;90;1;3;11;1;1.00;2;2;0;0.00;-1.08;1.4;1.8;-0.4;-0.27;-0.57;Matches;2024-05-18
44;Mateo Barcia;uy URU;MF;Criciúma;23-090;2001;1;12;12;4.4;0.1;0;;0;1;12;2;1.00;1;0;+1;+7.50;+6.45;0.1;0.4;-0.3;-2.49;-2.25;Matches;2024-05-18
45;Álvaro Barreal;ar ARG;MF,FW;Cruzeiro;23-276;2000;5;196;39;43.6;2.2;1;65;0;4;33;0;2.00;5;2;+3;+1.38;+2.09;2.0;1.9;+0.1;+0.03;+0.24;Matches;2024-05-18
46;Barreto;br BRA;MF;Criciúma;28-161;1995;3;258;86;95.6;2.9;3;86;2;0;;0;1.67;5;2;+3;+1.05;-6.45;2.4;3.1;-0.7;-0.24;+2.25;Matches;2024-05-18
47;Gabriel Barros;br BRA;FW,MF;Atl Goianiense;22-207;2001;2;79;40;17.6;0.9;1;62;0;1;17;2;0.00;0;1;-1;-1.14;+0.07;1.3;1.0;+0.3;+0.37;+0.78;Matches;2024-05-18
48;Bastos;ao ANG;DF;Botafogo (RJ);33-053;1991;6;486;81;90.0;5.4;6;81;4;0;;0;1.67;10;5;+5;+0.93;+0.93;7.7;6.4;+1.3;+0.24;+0.73;Matches;2024-05-18
49;Rodrigo Battaglia;ar ARG;DF;Atlético Mineiro;32-312;1991;3;216;72;48.0;2.4;3;72;1;0;;1;1.67;5;2;+3;+1.25;+0.10;2.5;2.5;0.0;+0.02;-0.79;Matches;2024-05-18
50;José Luis Rodríguez Bebanz;uy URU;FW;Vasco da Gama;27-066;1997;1;1;1;0.2;0.0;0;;0;1;1;3;3.00;0;0;0;0.00;+0.83;0.1;0.1;0.0;-0.14;0.00;Matches;2024-05-18
51;Muriel Becker;br BRA;GK;Vitória;37-095;1987;0;;;;;0;;0;0;;4;;;;;;;;;;;;Matches;2024-05-18
52;Matheus Belém;br BRA;DF;São Paulo;21-096;2003;0;;;;;0;;0;0;;1;;;;;;;;;;;;Matches;2024-05-18
53;Ramiro Benetti;br BRA;MF;Cruzeiro;30-363;1993;4;219;55;48.7;2.4;3;73;1;1;1;0;1.75;2;5;-3;-1.23;-2.79;2.3;3.4;-1.1;-0.44;-0.67;Matches;2024-05-18
54;Bento;br BRA;GK;Ath Paranaense;24-344;1999;6;540;90;100.0;6.0;6;90;6;0;;0;2.17;9;3;+6;+1.00;;7.4;6.5;+0.9;+0.15;;Matches;2024-05-18
55;Alexandro Bernabei;ar ARG;DF;Internacional;23-238;2000;0;;;;;0;;0;0;;4;;;;;;;;;;;;Matches;2024-05-18
56;Lucas Besozzi;ar ARG;MF;Grêmio;21-118;2003;0;;;;;0;;0;0;;1;;;;;;;;;;;;Matches;2024-05-18
57;Raul Bicalho;br BRA;DF;Corinthians;25-025;1999;1;90;90;16.7;1.0;1;90;1;0;;4;0.00;0;1;-1;-1.00;-0.80;1.2;0.5;+0.7;+0.74;+0.53;Matches;2024-05-18
58;Matheus Bidu;br BRA;DF;Corinthians;25-015;1999;1;18;18;3.3;0.2;0;;0;1;18;5;3.00;0;0;0;0.00;+0.34;0.1;0.1;+0.1;+0.29;-0.01;Matches;2024-05-18
59;Biel;br BRA;FW,MF;Bahia;23-048;2001;6;142;24;26.3;1.6;0;;0;6;24;0;2.17;4;2;+2;+1.27;+1.04;3.8;1.5;+2.3;+1.47;+1.18;Matches;2024-05-18
60;Guilherme Biro;br BRA;MF;Corinthians;20-029;2004;2;10;5;1.9;0.1;0;;0;2;5;1;1.50;0;0;0;0.00;+0.34;0.1;0.0;+0.1;+1.00;+0.72;Matches;2024-05-18
61;Damián Bobadilla;py PAR;MF;São Paulo;22-313;2001;4;188;47;34.8;2.1;3;60;1;1;9;2;2.50;1;1;0;0.00;-1.02;2.7;1.3;+1.4;+0.69;-0.17;Matches;2024-05-18
62;Yannick Bolasie;cd COD;FW;Criciúma;34-361;1989;3;170;57;63.0;1.9;2;69;0;1;33;0;1.67;3;2;+1;+0.53;-2.17;1.0;2.4;-1.4;-0.75;-1.11;Matches;2024-05-18
63;Thiago Borbas;uy URU;FW;Red Bull Bragantino;22-042;2002;6;197;33;36.5;2.2;1;76;0;5;24;0;1.50;3;3;0;0.00;-0.26;1.4;3.5;-2.1;-0.94;-0.38;Matches;2024-05-18
64;Marllon Borges;br BRA;DF;Cuiabá;32-033;1992;4;360;90;100.0;4.0;4;90;4;0;;0;0.00;0;10;-10;-2.50;;2.3;6.5;-4.2;-1.06;;Matches;2024-05-18
65;Pedro Borges;br BRA;MF;Fortaleza;27-077;1997;4;217;54;48.2;2.4;2;87;1;2;22;0;1.50;2;3;-1;-0.41;-1.19;3.1;2.5;+0.5;+0.21;+0.36;Matches;2024-05-18
66;Rafael Borré;co COL;FW;Internacional;28-247;1995;4;360;90;100.0;4.0;4;90;4;0;;0;1.75;4;3;+1;+0.25;;6.5;3.3;+3.2;+0.80;;Matches;2024-05-18
67;Danilo Boza;br BRA;DF;Juventude;26-013;1998;3;270;90;75.0;3.0;3;90;3;0;;0;1.33;4;6;-2;-0.67;-0.67;3.0;5.1;-2.1;-0.69;-0.55;Matches;2024-05-18
68;Breno;br BRA;FW;Fortaleza;28-116;1996;3;193;64;42.9;2.1;3;64;0;0;;0;1.00;2;2;0;0.00;-0.35;2.2;1.9;+0.3;+0.14;+0.20;Matches;2024-05-18
69;Breno;br BRA;FW,MF;Palmeiras;28-116;1996;0;;;;;0;;0;0;;1;;;;;;;;;;;;Matches;2024-05-18
70;Breno;br BRA;MF;Corinthians;19-089;2005;4;265;66;49.1;2.9;3;86;1;1;7;2;1.00;3;2;+1;+0.34;+1.32;4.6;2.8;+1.8;+0.61;+0.61;Matches;2024-05-18
71;Emanuel Brítez;ar ARG;DF;Fortaleza;32-054;1992;4;360;90;80.0;4.0;4;90;4;0;;0;1.40;5;4;+1;+0.25;+0.25;3.7;3.7;+0.1;+0.02;-0.02;Matches;2024-05-18
72;Bruninho;br BRA;FW,MF;Red Bull Bragantino;21-066;2003;2;79;40;14.6;0.9;1;60;0;1;19;2;3.00;2;0;+2;+2.28;+2.47;0.6;0.8;-0.2;-0.25;+0.53;Matches;2024-05-18
73;Fabrício Bruno;br BRA;DF;Flamengo;28-097;1996;5;450;90;83.3;5.0;5;90;5;0;;1;2.00;6;4;+2;+0.40;+0.40;5.2;5.3;0.0;-0.01;-1.13;Matches;2024-05-18
74;Fabricio Bustos;ar ARG;DF,MF;Internacional;28-021;1996;4;285;71;79.2;3.2;3;85;1;1;29;0;1.75;4;3;+1;+0.32;+0.32;5.8;2.3;+3.5;+1.12;+1.51;Matches;2024-05-18
75;Rafael Cabral;br BRA;GK;Grêmio;33-365;1990;1;90;90;25.0;1.0;1;90;1;0;;0;0.00;0;1;-1;-1.00;-1.67;0.1;1.1;-1.0;-1.03;-1.23;Matches;2024-05-18
76;Cacá;br BRA;DF;Corinthians;25-024;1999;3;254;85;47.0;2.8;3;85;2;0;;3;1.33;3;2;+1;+0.35;+1.30;4.6;3.1;+1.5;+0.54;+0.45;Matches;2024-05-18
77;Raúl Cáceres;py PAR;DF;Vitória;32-244;1991;0;;;;;0;;0;0;;1;;;;;;;;;;;;Matches;2024-05-18
78;Caetano;br BRA;DF;Corinthians;24-330;1999;0;;;;;0;;0;0;;4;;;;;;;;;;;;Matches;2024-05-18
79;Gabriel Caetano;br BRA;MF;Red Bull Bragantino;22-015;2002;0;;;;;0;;0;0;;1;;;;;;;;;;;;Matches;2024-05-18
80;Jonathan Cafu;br BRA;MF,FW;Cuiabá;32-314;1991;3;103;34;28.6;1.1;1;66;0;2;19;1;0.00;0;2;-2;-1.75;+1.05;1.3;1.3;0.0;+0.03;+1.52;Matches;2024-05-18
81;Caíque;br BRA;GK;Grêmio;26-293;1997;0;;;;;0;;0;0;;3;;;;;;;;;;;;Matches;2024-05-18
82;Lucas Calegari;br BRA;DF;Fluminense;22-082;2002;0;;;;;0;;0;0;;2;;;;;;;;;;;;Matches;2024-05-18
83;Jonathan Calleri;ar ARG;FW;São Paulo;30-239;1993;5;397;79;73.5;4.4;5;79;3;0;;0;1.40;6;5;+1;+0.23;-1.66;5.8;2.7;+3.1;+0.70;-0.40;Matches;2024-05-18
84;Patric Calmon PK;br BRA;DF;Vitória;29-319;1994;2;135;68;30.0;1.5;2;68;1;0;;1;0.00;1;3;-2;-1.33;-0.19;1.7;3.2;-1.5;-0.98;-0.30;Matches;2024-05-18
85;Camutanga;br BRA;DF;Vitória;30-235;1993;2;179;90;39.8;2.0;2;90;1;0;;0;0.00;1;3;-2;-1.01;+0.32;2.9;2.3;+0.5;+0.28;+1.74;Matches;2024-05-18
86;Yerson Candelo;co COL;DF;Criciúma;32-085;1992;2;28;14;10.4;0.3;0;;0;2;14;1;2.00;0;0;0;0.00;-1.49;0.4;0.4;0.0;-0.04;+0.33;Matches;2024-05-18
87;Luan Cândido;br BRA;DF;Red Bull Bragantino;23-107;2001;6;540;90;100.0;6.0;6;90;6;0;;0;1.50;7;6;+1;+0.17;;4.2;8.4;-4.2;-0.70;;Matches;2024-05-18
88;Germán Cano;ar ARG;FW,MF;Fluminense;36-107;1988;5;410;82;75.9;4.6;5;82;0;0;;1;1.00;7;10;-3;-0.66;+0.03;5.3;5.8;-0.6;-0.13;+0.96;Matches;2024-05-18
89;Agustín Canobbio;uy URU;FW,MF;Ath Paranaense;25-231;1998;5;297;59;55.0;3.3;4;67;1;1;30;0;2.40;5;2;+3;+0.91;-0.20;3.3;3.5;-0.2;-0.06;-0.47;Matches;2024-05-18
90;Juninho Capixaba;br BRA;DF,MF;Red Bull Bragantino;26-318;1997;5;338;68;62.6;3.8;5;68;1;0;;1;1.80;6;3;+3;+0.80;+1.69;3.2;4.8;-1.6;-0.42;+0.75;Matches;2024-05-18
91;Felipe Carballo;uy URU;MF;Grêmio;27-228;1996;0;;;;;0;;0;0;;1;;;;;;;;;;;;Matches;2024-05-18
92;Carlinhos;br BRA;FW,DF;Flamengo;27-097;1997;2;59;30;10.9;0.7;1;45;0;1;14;4;2.00;1;0;+1;+1.53;+1.34;1.0;0.2;+0.8;+1.17;+1.11;Matches;2024-05-18
93;Antonio Carlos;br BRA;DF;Fluminense;31-073;1993;2;135;68;25.0;1.5;1;90;1;1;45;4;1.50;2;3;-1;-0.67;0.00;1.5;3.3;-1.8;-1.18;-1.10;Matches;2024-05-18
94;João Carlos;br BRA;FW;Criciúma;22-333;2001;0;;;;;0;;0;0;;3;;;;;;;;;;;;Matches;2024-05-18
95;Jean Carlos Vicente;br BRA;FW,MF;Juventude;32-094;1992;3;204;68;56.7;2.3;3;68;1;0;;0;1.33;3;3;0;0.00;+1.15;2.1;3.2;-1.1;-0.50;+0.13;Matches;2024-05-18
96;Gabriel Carvalho;br BRA;MF;Internacional;16-276;2007;0;;;;;0;;0;0;;4;;;;;;;;;;;;Matches;2024-05-18
97;Cássio;br BRA;GK;Corinthians;36-348;1987;3;270;90;50.0;3.0;3;90;3;0;;3;0.33;0;3;-3;-1.00;-1.33;2.6;2.3;+0.3;+0.10;-0.40;Matches;2024-05-18
98;Iury de Castilho;br BRA;FW,MF;Vitória;28-256;1995;3;74;25;16.4;0.8;0;;0;3;25;0;0.33;1;0;+1;+1.22;+2.89;1.6;1.3;+0.3;+0.31;+1.30;Matches;2024-05-18
99;Murilo Cerqueira;br BRA;DF;Palmeiras;27-053;1997;5;436;87;80.7;4.8;5;87;4;0;;0;1.60;3;1;+2;+0.41;+2.14;5.2;3.9;+1.3;+0.26;-0.52;Matches;2024-05-18
100;Reynaldo Cesar Moraes;br BRA;DF;Vitória;27-137;1997;2;168;84;37.3;1.9;1;90;1;1;78;2;0.00;2;5;-3;-1.61;-0.65;1.9;4.6;-2.6;-1.42;-1.03;Matches;2024-05-18
101;Gabriel Chapecó;br BRA;GK;Cruzeiro;24-051;2000;0;;;;;0;;0;0;;1;;;;;;;;;;;;Matches;2024-05-18
102;Gabriel Chapecó;br BRA;GK;Grêmio;24-051;2000;0;;;;;0;;0;0;;2;;;;;;;;;;;;Matches;2024-05-18
103;Christian;br BRA;FW,MF;Ath Paranaense;23-152;2000;2;107;54;19.8;1.2;1;62;0;1;45;3;2.00;1;1;0;0.00;-1.25;1.2;1.5;-0.3;-0.26;-0.51;Matches;2024-05-18
