Rk;Player;Nation;Pos;Squad;Age;Born;90s;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl_2;Att_2;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Matches;Curr_Date
341;Tomas Pochettino;ar ARG;MF;Fortaleza;28-108;1996;3.6;4;1;1;3;0;2;6;33.3;4;6;0;6;1;5;4;0;Matches;2024-05-18
342;Mateo Ponte;uy URU;DF;Botafogo (RJ);20-361;2003;3.3;8;6;3;5;0;3;7;42.9;4;4;3;1;5;13;5;0;Matches;2024-05-18
343;Werik Popó;br BRA;FW;Juventude;22-215;2001;0.2;0;0;0;0;0;0;0;;0;1;0;1;0;0;1;0;Matches;2024-05-18
344;Gustavo Prado;br BRA;FW,MF;Internacional;18-348;2005;1.2;4;2;2;1;1;1;3;33.3;2;3;0;3;0;4;3;0;Matches;2024-05-18
345;Bruno Praxedes;br BRA;MF;Vasco da Gama;22-101;2002;0.3;1;1;0;0;1;0;2;0.0;2;0;0;0;0;1;1;0;Matches;2024-05-18
346;Erick Pulgar;cl CHI;MF;Flamengo;30-125;1994;3.5;7;4;3;4;0;3;10;30.0;7;1;0;1;4;11;5;0;Matches;2024-05-18
347;Du Queiroz;br BRA;MF;Grêmio;24-121;2000;2.5;2;1;0;2;0;1;4;25.0;3;5;0;5;5;7;1;0;Matches;2024-05-18
348;Igor Rabello;br BRA;DF;Atlético Mineiro;29-021;1995;2.1;6;3;1;5;0;4;4;100.0;0;2;1;1;2;8;14;0;Matches;2024-05-18
349;Zé Rafael;br BRA;MF;Palmeiras;30-338;1993;1.0;4;2;0;4;0;2;3;66.7;1;2;1;1;1;5;0;0;Matches;2024-05-18
350;Railan;br BRA;DF;Cuiabá;24-070;2000;1.0;2;1;1;0;1;0;2;0.0;2;0;0;0;1;3;3;0;Matches;2024-05-18
351;Eric Ramires;br BRA;MF,FW;Red Bull Bragantino;23-283;2000;3.5;12;7;6;4;2;8;10;80.0;2;3;1;2;1;13;3;0;Matches;2024-05-18
352;Ramon;br BRA;DF;Cuiabá;23-067;2001;0.8;1;1;1;0;0;0;0;;0;0;0;0;2;3;1;0;Matches;2024-05-18
353;Raniele;br BRA;MF,DF;Corinthians;27-140;1996;4.4;6;3;2;3;1;2;10;20.0;8;11;3;8;6;12;4;0;Matches;2024-05-18
354;Rafael Ratão;br BRA;FW;Bahia;28-171;1995;0.4;2;1;1;1;0;1;3;33.3;2;1;0;1;0;2;1;0;Matches;2024-05-18
355;Raul;br BRA;MF;Red Bull Bragantino;27-313;1996;1.4;0;0;0;0;0;0;0;;0;1;1;0;1;1;2;0;Matches;2024-05-18
356;Pedro Raul;br BRA;FW;Corinthians;27-196;1996;1.7;1;1;0;1;0;0;1;0.0;1;1;0;1;0;1;1;0;Matches;2024-05-18
357;Robert Renan;br BRA;DF;Internacional;20-221;2003;1.1;0;0;0;0;0;0;1;0.0;1;1;0;1;1;1;5;0;Matches;2024-05-18
358;Renê;br BRA;DF;Internacional;31-248;1992;4.0;10;7;2;8;0;3;6;50.0;3;2;0;2;9;19;9;0;Matches;2024-05-18
359;Rezende;br BRA;MF,DF;Bahia;29-138;1995;2.2;9;7;4;4;1;1;1;100.0;0;3;1;2;4;13;5;0;Matches;2024-05-18
360;Rhaldney;br BRA;MF;Atl Goianiense;25-181;1998;2.7;6;4;2;3;1;1;7;14.3;6;2;1;1;2;8;5;0;Matches;2024-05-18
361;Everton Ribeiro;br BRA;MF,FW;Bahia;35-039;1989;4.6;9;5;4;2;3;4;14;28.6;10;4;0;4;9;18;0;0;Matches;2024-05-18
362;Wesley Ribeiro;br BRA;FW;Corinthians;19-075;2005;4.7;2;0;1;1;0;1;3;33.3;2;9;0;9;2;4;0;0;Matches;2024-05-18
363;João Ricardo Riedi;br BRA;GK;Fortaleza;35-256;1988;5.0;1;0;1;0;0;0;0;;0;0;0;0;0;1;3;0;Matches;2024-05-18
364;Rikelme;br BRA;DF;Cuiabá;20-308;2003;3.3;7;5;5;2;0;5;8;62.5;3;6;0;6;6;13;8;0;Matches;2024-05-18
365;Rildo;br BRA;MF,FW;Juventude;24-119;2000;0.4;0;0;0;0;0;0;0;;0;0;0;0;1;1;0;0;Matches;2024-05-18
366;Richard Ríos;co COL;MF;Palmeiras;23-352;2000;3.9;10;5;3;4;3;1;7;14.3;6;4;0;4;3;13;2;0;Matches;2024-05-18
367;Robert;br BRA;DF;Cruzeiro;19-036;2005;0.1;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;0;0;Matches;2024-05-18
368;Kaique Rocha;br BRA;DF;Ath Paranaense;23-081;2001;6.0;11;9;7;4;0;9;11;81.8;2;6;2;4;7;18;33;0;Matches;2024-05-18
369;Marcos Rocha;br BRA;DF;Palmeiras;35-160;1988;2.2;4;1;2;2;0;0;0;;0;1;1;0;2;6;4;0;Matches;2024-05-18
370;Sergio Rochet;uy URU;GK;Internacional;31-057;1993;4.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;6;0;Matches;2024-05-18
371;Rodrigo;br BRA;MF;São Paulo;20-064;2004;0.6;4;2;1;2;1;2;4;50.0;2;2;0;2;0;4;3;0;Matches;2024-05-18
372;Emiliano Rodríguez;uy URU;FW;Atl Goianiense;20-308;2003;3.1;1;0;0;1;0;0;1;0.0;1;2;0;2;1;2;2;0;Matches;2024-05-18
373;James Rodríguez;co COL;MF;São Paulo;32-312;1991;0.4;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;0;0;Matches;2024-05-18
374;Robert Rojas;py PAR;DF;Vasco da Gama;28-019;1996;0.0;3;2;2;1;0;2;2;100.0;0;0;0;0;0;3;1;0;Matches;2024-05-18
375;Guilherme Romão;br BRA;DF;Atl Goianiense;26-225;1997;5.0;5;1;3;2;0;2;3;66.7;1;3;1;2;4;9;25;0;Matches;2024-05-18
376;Ángel Romero;py PAR;FW;Corinthians;31-320;1992;4.5;3;3;1;2;0;1;5;20.0;4;2;0;2;0;3;4;0;Matches;2024-05-18
377;Lucas Romero;ar ARG;MF;Cruzeiro;30-031;1994;3.9;16;14;7;6;3;9;12;75.0;3;4;0;4;4;20;3;0;Matches;2024-05-18
378;Óscar Romero;py PAR;FW,MF;Botafogo (RJ);31-320;1992;1.5;6;5;4;1;1;4;4;100.0;0;3;0;3;2;8;1;0;Matches;2024-05-18
379;Rômulo;br BRA;DF;Atlético Mineiro;20-109;2004;0.5;2;1;0;1;1;2;2;100.0;0;0;0;0;3;5;2;0;Matches;2024-05-18
380;Romulo;br BRA;MF;Internacional;24-079;2000;0.9;1;1;1;0;0;0;1;0.0;1;2;2;0;4;5;4;0;Matches;2024-05-18
381;Romulo;br BRA;MF;Palmeiras;22-225;2001;0.6;3;2;3;0;0;1;3;33.3;2;1;0;1;0;3;0;0;Matches;2024-05-18
382;Ronald;br BRA;MF;Grêmio;21-098;2003;0.1;0;0;0;0;0;0;0;;0;1;1;0;0;0;0;0;Matches;2024-05-18
383;Ronaldo;br BRA;GK;Atl Goianiense;27-271;1996;5.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;4;0;Matches;2024-05-18
384;Budiga Roni;br BRA;MF;Atl Goianiense;25-034;1999;1.5;3;3;3;0;0;2;5;40.0;3;3;3;0;2;5;5;0;Matches;2024-05-18
385;Rony;br BRA;FW;Palmeiras;29-008;1995;3.5;4;4;0;3;1;0;2;0.0;2;1;0;1;0;4;3;0;Matches;2024-05-18
386;Matheus Rossetto;br BRA;MF;Fortaleza;27-351;1996;1.0;1;1;0;1;0;0;1;0.0;1;2;0;2;0;1;1;0;Matches;2024-05-18
387;Rossi;br BRA;FW;Vasco da Gama;31-027;1993;2.4;2;2;1;1;0;2;2;100.0;0;4;1;3;1;3;3;0;Matches;2024-05-18
388;Agustín Rossi;ar ARG;GK;Flamengo;28-272;1995;6.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;Matches;2024-05-18
389;Ruan;br BRA;MF,FW;Juventude;19-016;2005;0.5;0;0;0;0;0;0;1;0.0;1;1;0;1;0;0;1;0;Matches;2024-05-18
390;Rubens;br BRA;DF;Atlético Mineiro;22-333;2001;0.1;1;1;0;1;0;0;1;0.0;1;0;0;0;0;1;1;0;Matches;2024-05-18
391;Alan Ruschel;br BRA;DF;Juventude;34-270;1989;1.0;2;0;1;1;0;1;3;33.3;2;2;0;2;0;2;0;0;Matches;2024-05-18
392;Rodrigo Sam;br BRA;DF;Juventude;28-300;1995;1.7;2;1;1;1;0;2;2;100.0;0;3;2;1;2;4;6;0;Matches;2024-05-18
393;Alex Santana;br BRA;MF,FW;Ath Paranaense;29-006;1995;1.1;1;0;0;0;1;1;5;20.0;4;1;0;1;0;1;0;0;Matches;2024-05-18
394;Ademir Santos;br BRA;FW,MF;Bahia;29-093;1995;2.0;4;2;0;0;4;0;2;0.0;2;1;0;1;2;6;1;0;Matches;2024-05-18
395;Allyson Aires dos Santos;br BRA;DF;Cuiabá;33-209;1990;1.0;0;0;0;0;0;0;0;;0;0;0;0;2;2;7;0;Matches;2024-05-18
396;Eduardo Santos;br BRA;DF;Red Bull Bragantino;26-173;1997;2.5;6;5;3;3;0;4;5;80.0;1;4;2;2;1;7;5;0;Matches;2024-05-18
397;Juan Santos;br BRA;FW;São Paulo;22-074;2002;0.7;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;1;0;Matches;2024-05-18
398;Júnior Santos;br BRA;FW,MF;Botafogo (RJ);29-221;1994;4.8;6;3;3;1;2;4;5;80.0;1;3;1;2;0;6;2;0;Matches;2024-05-18
399;Renzo Saravia;ar ARG;DF;Atlético Mineiro;30-338;1993;5.0;19;12;8;8;3;8;13;61.5;5;6;2;4;5;24;7;0;Matches;2024-05-18
400;Eduardo Sasha;br BRA;FW;Red Bull Bragantino;32-085;1992;4.2;2;2;0;1;1;1;4;25.0;3;2;0;2;2;4;2;0;Matches;2024-05-18
401;Lucas Sasha;br BRA;MF;Fortaleza;34-079;1990;1.1;6;4;4;2;0;3;6;50.0;3;5;0;5;3;9;1;0;Matches;2024-05-18
402;Jefferson Savarino;ve VEN;MF,FW;Botafogo (RJ);27-190;1996;4.0;3;1;2;1;0;3;5;60.0;2;3;1;2;0;3;3;0;Matches;2024-05-18
403;Gustavo Scarpa;br BRA;MF,FW;Atlético Mineiro;30-135;1994;3.5;3;1;1;1;1;2;2;100.0;0;3;2;1;1;4;2;0;Matches;2024-05-18
404;Cleiton Schwengber;br BRA;GK;Red Bull Bragantino;26-274;1997;4.5;0;0;0;0;0;0;0;;0;0;0;0;0;0;6;0;Matches;2024-05-18
405;Juan Sforza;ar ARG;MF;Vasco da Gama;22-095;2002;4.6;8;4;2;5;1;6;16;37.5;10;5;2;3;3;11;6;0;Matches;2024-05-18
406;Shaylon;br BRA;MF,FW;Atl Goianiense;27-022;1997;4.8;3;1;1;2;0;0;7;0.0;7;5;0;5;4;7;1;0;Matches;2024-05-18
407;André Silva;br BRA;MF,FW;São Paulo;26-351;1997;3.1;1;0;0;1;0;1;5;20.0;4;7;1;6;3;4;1;0;Matches;2024-05-18
408;Luan Silva;br BRA;MF;Vitória;25-005;1999;1.5;1;0;0;1;0;1;3;33.3;2;0;0;0;1;2;2;0;Matches;2024-05-18
409;Lucas Silva;br BRA;MF;Cruzeiro;31-093;1993;4.2;3;1;1;2;0;1;3;33.3;2;6;2;4;0;3;5;0;Matches;2024-05-18
410;Rafael Silva;br BRA;FW;Cruzeiro;32-045;1992;3.9;4;3;1;3;0;3;3;100.0;0;2;0;2;1;5;2;0;Matches;2024-05-18
411;Everton Soares;br BRA;FW;Flamengo;28-058;1996;1.6;2;1;0;0;2;0;3;0.0;3;3;0;3;1;3;1;0;Matches;2024-05-18
412;Tiquinho Soares;br BRA;FW;Botafogo (RJ);33-123;1991;2.2;1;1;0;0;1;1;2;50.0;1;2;0;2;0;1;4;0;Matches;2024-05-18
413;Fernando Sobral;br BRA;MF;Cuiabá;29-154;1994;3.2;6;6;1;2;3;6;10;60.0;4;7;1;6;2;8;4;0;Matches;2024-05-18
414;Yeferson Soteldo;ve VEN;FW;Grêmio;26-324;1997;3.0;5;3;3;2;0;5;7;71.4;2;2;0;2;0;5;0;1;Matches;2024-05-18
415;Igor Vinícius de Souza;br BRA;DF;São Paulo;27-048;1997;5.4;11;7;7;3;1;4;7;57.1;3;3;0;3;2;13;3;0;Matches;2024-05-18
416;Everaldo Stum;br BRA;FW;Bahia;32-319;1991;2.8;0;0;0;0;0;0;2;0.0;2;1;0;1;1;1;5;0;Matches;2024-05-18
417;Damián Suárez;uy URU;DF;Botafogo (RJ);36-022;1988;2.6;3;3;1;2;0;0;4;0.0;4;4;1;3;2;5;3;0;Matches;2024-05-18
418;Talisson;br BRA;FW;Red Bull Bragantino;21-364;2002;0.2;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;Matches;2024-05-18
419;Tchê Tchê;br BRA;MF;Botafogo (RJ);31-263;1992;3.1;3;3;1;2;0;2;4;50.0;2;1;0;1;2;5;1;0;Matches;2024-05-18
420;David Terans;uy URU;MF,FW;Fluminense;29-282;1994;0.6;3;3;1;2;0;2;2;100.0;0;1;0;1;0;3;0;0;Matches;2024-05-18
421;Thaciano;br BRA;FW;Bahia;29-007;1995;5.2;3;3;1;2;0;0;2;0.0;2;3;0;3;2;5;4;0;Matches;2024-05-18
422;Thiaguinho;br BRA;MF;Juventude;27-038;1997;0.5;2;2;0;2;0;0;3;0.0;3;0;0;0;0;2;1;0;Matches;2024-05-18
423;Guilherme Tinga;br BRA;DF;Fortaleza;30-261;1993;4.1;5;4;2;3;0;3;8;37.5;5;3;0;3;8;13;15;0;Matches;2024-05-18
424;Titi;br BRA;DF;Fortaleza;36-068;1988;5.0;5;2;5;0;0;2;9;22.2;7;5;4;1;3;8;15;1;Matches;2024-05-18
425;Félix Torres Caicedo;ec ECU;DF;Corinthians;27-129;1997;6.0;5;1;4;1;0;3;7;42.9;4;7;3;4;14;19;26;0;Matches;2024-05-18
426;Miguel Trauco;pe PER;DF,MF;Criciúma;31-268;1992;1.1;2;1;2;0;0;0;1;0.0;1;2;0;2;0;2;5;0;Matches;2024-05-18
427;Bruno Tubarão;br BRA;DF;Atl Goianiense;29-075;1995;4.0;13;8;6;6;1;5;7;71.4;2;3;0;3;3;16;9;0;Matches;2024-05-18
428;Bruno Uvini;br BRA;DF;Vitória;32-351;1991;3.0;1;1;0;1;0;1;1;100.0;0;3;2;1;5;6;7;0;Matches;2024-05-18
429;Vanderlan;br BRA;DF;Palmeiras;21-255;2002;1.2;3;2;1;2;0;2;3;66.7;1;1;0;1;1;4;3;0;Matches;2024-05-18
430;Guillermo Varela;uy URU;DF;Flamengo;31-056;1993;3.7;3;3;2;0;1;1;2;50.0;1;3;1;2;5;8;7;0;Matches;2024-05-18
431;Eduardo Vargas;cl CHI;FW;Atlético Mineiro;34-181;1989;1.5;0;0;0;0;0;0;1;0.0;1;1;0;1;1;1;3;0;Matches;2024-05-18
432;Pablo Vegetti;ar ARG;FW;Vasco da Gama;35-217;1988;5.8;1;1;0;1;0;1;5;20.0;4;1;0;1;0;1;7;0;Matches;2024-05-18
433;Raphael Veiga;br BRA;MF;Palmeiras;28-335;1995;4.4;7;3;0;7;0;1;5;20.0;4;4;1;3;1;8;1;0;Matches;2024-05-18
434;Fausto Vera;ar ARG;MF;Corinthians;24-054;2000;2.1;1;1;0;1;0;1;4;25.0;3;2;1;1;2;3;0;0;Matches;2024-05-18
435;Gabriel Veron;br BRA;FW,MF;Cruzeiro;21-259;2002;0.9;1;0;0;0;1;0;1;0.0;1;4;0;4;1;2;0;0;Matches;2024-05-18
436;João Victor;br BRA;DF;Vasco da Gama;25-307;1998;2.4;9;8;7;1;1;6;7;85.7;1;4;1;3;2;11;11;0;Matches;2024-05-18
437;Felipe Vieira;;DF;Fluminense;;;1.5;4;2;2;1;1;0;0;;0;1;1;0;2;6;7;0;Matches;2024-05-18
438;Mathías Villasanti;py PAR;MF;Grêmio;27-116;1997;4.0;8;6;4;4;0;2;10;20.0;8;5;0;5;7;15;6;1;Matches;2024-05-18
439;Matías Viña;uy URU;DF;Flamengo;26-192;1997;1.1;1;1;1;0;0;1;1;100.0;0;2;0;2;2;3;4;0;Matches;2024-05-18
440;Alix Vinicius;br BRA;DF;Atl Goianiense;24-195;1999;3.5;4;3;3;1;0;3;3;100.0;0;8;7;1;1;5;31;0;Matches;2024-05-18
441;Mateus Vital;br BRA;MF;Cruzeiro;26-097;1998;0.8;3;2;2;1;0;1;1;100.0;0;1;0;1;0;3;0;0;Matches;2024-05-18
442;Vitão;br BRA;DF;Internacional;24-107;2000;4.0;3;1;3;0;0;3;5;60.0;2;7;4;3;4;7;12;0;Matches;2024-05-18
443;Vitinho;br BRA;FW,MF;Red Bull Bragantino;25-048;1999;4.0;8;6;6;2;0;6;8;75.0;2;7;0;7;2;10;6;0;Matches;2024-05-18
444;Rayan Vitor;br BRA;FW,MF;Vasco da Gama;17-290;2006;1.9;3;2;1;2;0;1;3;33.3;2;3;0;3;2;5;2;0;Matches;2024-05-18
445;Felipe Vizeu;br BRA;FW;Criciúma;27-068;1997;0.3;1;0;1;0;0;0;0;;0;0;0;0;0;1;0;0;Matches;2024-05-18
446;Wagner;br BRA;DF;Vitória;24-301;1999;3.1;4;2;4;0;0;2;4;50.0;2;8;5;3;3;7;15;0;Matches;2024-05-18
447;Walter;br BRA;GK;Cuiabá;36-183;1987;4.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;Matches;2024-05-18
448;Wanderson;br BRA;FW,MF;Internacional;29-225;1994;2.0;2;2;0;0;2;0;2;0.0;2;2;0;2;1;3;0;0;Matches;2024-05-18
449;Welington;br BRA;DF;São Paulo;23-090;2001;2.6;9;8;3;6;0;6;6;100.0;0;1;1;0;5;14;6;0;Matches;2024-05-18
450;José Welison;br BRA;MF;Fortaleza;29-069;1995;1.7;8;6;4;4;0;2;4;50.0;2;6;1;5;3;11;1;0;Matches;2024-05-18
451;Wesley;br BRA;DF;Flamengo;20-256;2003;1.3;2;2;1;1;0;0;1;0.0;1;3;3;0;2;4;7;0;Matches;2024-05-18
452;Wesley;br BRA;FW,MF;Internacional;25-050;1999;3.4;7;5;3;3;1;4;5;80.0;1;3;0;3;1;8;0;0;Matches;2024-05-18
453;Wéverton;br BRA;GK;Palmeiras;36-158;1987;6.0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;Matches;2024-05-18
454;William;br BRA;DF;Cruzeiro;29-046;1995;5.0;20;9;6;11;3;5;9;55.6;4;8;1;7;7;27;9;0;Matches;2024-05-18
455;Willian;br BRA;MF;Vitória;31-003;1993;4.0;4;3;2;2;0;1;5;20.0;4;8;2;6;4;8;6;0;Matches;2024-05-18
456;Samuel Xavier;br BRA;DF;Fluminense;33-348;1990;2.5;7;6;4;2;1;3;3;100.0;0;4;1;3;1;8;9;0;Matches;2024-05-18
457;Bruno Zapelli;ar ARG;MF,FW;Ath Paranaense;22-002;2002;2.6;3;0;0;3;0;2;9;22.2;7;3;0;3;0;3;3;0;Matches;2024-05-18
458;Federico Zaracho;ar ARG;MF;Atlético Mineiro;26-070;1998;3.1;6;3;1;3;2;0;3;0.0;3;7;0;7;7;13;2;0;Matches;2024-05-18
459;Zeca;br BRA;DF;Vitória;30-003;1994;4.3;10;5;5;3;2;3;8;37.5;5;4;3;1;3;13;8;0;Matches;2024-05-18
