Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_2,Matches,Curr_Date
130,Derek,br BRA,FW,Atl Goianiense,26-168,1997,4,132,33,29.3,1.5,1,71,0,3,20,1,0.25,1,2,-1,-0.68,+0.73,2.1,2.6,-0.5,-0.34,-0.09,Matches,18-05-2024
131,Deyverson,br BRA,FW,Cuiabá,33-010,1991,1,76,76,21.1,0.8,1,76,0,0,,0,0.00,0,3,-3,-3.55,-1.33,0.3,1.7,-1.4,-1.69,-0.80,Matches,18-05-2024
132,Lucas Di Yorio,ar ARG,FW,Ath Paranaense,27-178,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
133,Matheus Dias,br BRA,DF,Internacional,27-101,1997,1,11,11,3.1,0.1,0,,0,1,11,3,1.00,0,0,0,0.00,-0.26,0.2,0.0,+0.2,+2.00,+1.24,Matches,18-05-2024
134,Diego,br BRA,DF,São Paulo,24-302,1999,5,450,90,83.3,5.0,5,90,5,0,,1,1.40,8,5,+3,+0.60,-0.40,6.6,3.0,+3.7,+0.73,-0.44,Matches,18-05-2024
135,Dija,br BRA,DF,Red Bull Bragantino,21-034,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
136,Dodi,br BRA,MF,Grêmio,28-031,1996,3,179,60,49.7,2.0,2,87,1,1,6,1,2.00,2,1,+1,+0.50,+0.50,1.2,1.5,-0.3,-0.14,-0.04,Matches,18-05-2024
137,Matheus dos Reis,br BRA,FW,Fluminense,17-046,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
138,Renan dos Santos,br BRA,GK,Juventude,35-000,1989,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
139,David Duarte,br BRA,DF,Bahia,29-115,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
140,Dudu,br BRA,MF,Vitória,24-348,1999,3,211,70,46.9,2.3,3,70,2,0,,0,0.00,2,6,-4,-1.71,-0.95,2.4,4.9,-2.5,-1.05,-0.52,Matches,18-05-2024
141,Francisco Dyogo,br BRA,GK,Flamengo,20-130,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
142,Edenílson,br BRA,FW,Grêmio,34-152,1989,1,45,45,12.5,0.5,1,45,0,0,,0,0.00,0,1,-1,-2.00,-2.57,0.0,0.5,-0.5,-0.97,-0.98,Matches,18-05-2024
143,Éder,it ITA,FW,Criciúma,37-185,1986,2,88,44,32.6,1.0,1,57,0,1,31,0,2.00,2,0,+2,+2.05,+1.06,1.4,0.7,+0.7,+0.75,+1.61,Matches,18-05-2024
144,Carlos Eduardo,br BRA,FW,Atlético Mineiro,19-360,2004,2,12,6,2.7,0.1,0,,0,2,6,3,1.00,0,1,-1,-7.50,-8.94,0.5,0.1,+0.4,+2.92,+2.56,Matches,18-05-2024
145,Carlos Eduardo,br BRA,FW,Botafogo (RJ),34-214,1989,2,88,44,16.3,1.0,1,59,0,1,29,0,3.00,2,1,+1,+1.02,+0.23,0.4,0.8,-0.5,-0.47,-0.76,Matches,18-05-2024
146,Kauã Elias,br BRA,"MF,FW",Fluminense,18-051,2006,4,93,23,17.2,1.0,1,78,0,3,5,1,0.50,1,1,0,0.00,+0.81,0.5,1.4,-0.9,-0.91,-0.67,Matches,18-05-2024
147,Rafael Elias,br BRA,FW,Cruzeiro,25-036,1999,5,103,21,22.9,1.1,0,,0,5,21,0,2.00,3,1,+2,+1.75,+2.01,1.4,0.8,+0.6,+0.51,+0.80,Matches,18-05-2024
148,Eliédson,br BRA,MF,Criciúma,21-062,2003,1,3,3,1.1,0.0,0,,0,1,3,1,1.00,0,0,0,0.00,-1.35,0.0,0.1,-0.1,-1.80,-1.48,Matches,18-05-2024
149,Rodrigo Ely,br BRA,DF,Grêmio,30-197,1993,3,270,90,75.0,3.0,3,90,3,0,,1,1.00,2,3,-1,-0.33,-2.33,2.0,3.4,-1.4,-0.46,-1.40,Matches,18-05-2024
150,Leandro Emmanuel Martínez,ar ARG,"FW,MF",Fortaleza,29-349,1994,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
151,Alan Empereur,br BRA,DF,Cuiabá,30-069,1994,4,261,65,72.5,2.9,4,65,2,0,,0,0.00,0,8,-8,-2.76,-0.94,1.5,4.9,-3.4,-1.16,-0.39,Matches,18-05-2024
152,Endrick,br BRA,"FW,MF",Palmeiras,17-302,2006,6,453,76,83.9,5.0,6,76,3,0,,0,1.33,2,3,-1,-0.20,-1.23,5.5,4.0,+1.5,+0.30,-0.41,Matches,18-05-2024
153,Erick,br BRA,MF,Ath Paranaense,26-186,1997,6,532,89,98.5,5.9,6,89,5,0,,0,2.17,9,3,+6,+1.02,+1.02,7.4,6.5,+0.9,+0.15,+0.15,Matches,18-05-2024
154,Erick,br BRA,"DF,MF",São Paulo,26-160,1997,4,125,31,23.1,1.4,0,,0,4,31,2,1.50,4,3,+1,+0.72,+0.07,2.2,1.5,+0.7,+0.53,-0.37,Matches,18-05-2024
155,Erick,br BRA,FW,Juventude,27-136,1997,4,276,69,76.7,3.1,3,68,0,1,73,0,1.25,4,4,0,0.00,+2.14,2.4,4.1,-1.7,-0.56,-0.04,Matches,18-05-2024
156,Gonzalo Escobar,ar ARG,DF,Fortaleza,27-063,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
157,Lucas Esquivel,ar ARG,DF,Ath Paranaense,22-217,2001,6,516,86,95.6,5.7,6,86,5,0,,0,2.17,9,3,+6,+1.05,+1.05,7.3,5.8,+1.5,+0.26,+2.45,Matches,18-05-2024
158,Estevão,br BRA,"FW,DF",Palmeiras,18-024,2006,6,253,42,46.9,2.8,3,63,0,3,21,0,1.33,2,2,0,0.00,0.00,4.0,2.6,+1.4,+0.49,+0.24,Matches,18-05-2024
159,Lucas Esteves,br BRA,DF,Vitória,23-329,2000,4,310,78,68.9,3.4,3,88,2,1,45,1,0.25,4,8,-4,-1.16,+0.12,3.5,5.7,-2.2,-0.63,+0.45,Matches,18-05-2024
160,Oscar Estupiñan,co COL,FW,Bahia,27-141,1996,2,54,27,10.0,0.6,1,45,0,1,9,4,0.50,0,0,0,0.00,-0.56,0.5,0.3,+0.2,+0.26,-0.38,Matches,18-05-2024
161,Lucas Evangelista,br BRA,MF,Red Bull Bragantino,29-012,1995,2,73,37,13.5,0.8,1,56,0,1,17,0,0.50,0,2,-2,-2.47,-3.04,0.3,1.4,-1.1,-1.38,-0.78,Matches,18-05-2024
162,Éverson,br BRA,GK,Atlético Mineiro,33-301,1990,5,450,90,100.0,5.0,5,90,5,0,,0,1.80,9,3,+6,+1.20,,5.8,3.7,+2.1,+0.43,,Matches,18-05-2024
163,Everton,br BRA,FW,Grêmio,27-062,1997,2,38,19,10.6,0.4,0,,0,2,19,2,3.00,0,0,0,0.00,-0.28,0.0,0.2,-0.1,-0.33,-0.24,Matches,18-05-2024
164,Everton,br BRA,FW,Red Bull Bragantino,22-084,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
165,Evertton,br BRA,MF,Flamengo,21-080,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
166,Fabiano,br BRA,FW,Botafogo (RJ),18-033,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
167,Bruno Fabiano Alves,br BRA,DF,Cuiabá,33-032,1991,3,200,67,55.6,2.2,2,90,2,1,20,1,0.00,0,5,-5,-2.25,+0.56,1.8,3.8,-2.0,-0.90,+0.35,Matches,18-05-2024
168,Fabinho,br BRA,MF,Palmeiras,22-039,2002,2,34,17,6.3,0.4,0,,0,2,17,4,3.00,0,0,0,0.00,0.00,0.6,0.2,+0.4,+1.02,+0.70,Matches,18-05-2024
169,Fábio,br BRA,GK,Fluminense,43-231,1980,6,540,90,100.0,6.0,6,90,6,0,,0,0.83,8,12,-4,-0.67,,6.2,8.4,-2.2,-0.36,,Matches,18-05-2024
170,Fábio,br BRA,DF,Grêmio,33-314,1990,3,205,68,56.9,2.3,2,84,1,1,37,1,2.00,2,1,+1,+0.44,+0.44,1.4,1.3,+0.1,+0.04,+0.36,Matches,18-05-2024
171,Fabrício,br BRA,GK,Internacional,38-132,1986,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
172,Fabrício,br BRA,GK,Red Bull Bragantino,23-338,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
173,Fagner,br BRA,"DF,MF",Corinthians,34-342,1989,5,384,77,71.1,4.3,5,77,2,0,,1,1.00,3,4,-1,-0.23,+0.34,5.7,4.5,+1.1,+0.27,-0.09,Matches,18-05-2024
174,Rodrigo Fagundes,br BRA,DF,Criciúma,37-069,1987,3,270,90,100.0,3.0,3,90,3,0,,0,1.67,6,2,+4,+1.33,,2.5,3.5,-1.0,-0.34,,Matches,18-05-2024
175,Luiz Felipe,br BRA,"DF,MF",Atl Goianiense,30-252,1993,3,186,62,41.3,2.1,2,70,1,1,46,0,0.00,1,3,-2,-0.97,+0.40,2.1,2.0,0.0,+0.01,+0.49,Matches,18-05-2024
176,Marcos Felipe,br BRA,GK,Bahia,28-035,1996,6,540,90,100.0,6.0,6,90,6,0,,0,2.17,9,6,+3,+0.50,,8.9,5.3,+3.6,+0.60,,Matches,18-05-2024
177,Danilo Fernandes,br BRA,GK,Bahia,36-045,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
178,Lucas Fernandes,br BRA,MF,Cuiabá,26-241,1997,3,138,46,38.3,1.5,1,82,0,2,28,1,0.00,0,4,-4,-2.61,-0.18,0.6,2.6,-2.0,-1.29,-0.38,Matches,18-05-2024
179,Matheus Fernandes,br BRA,MF,Red Bull Bragantino,25-323,1998,1,34,34,6.3,0.4,0,,0,1,34,2,0.00,0,0,0,0.00,-0.18,0.2,0.0,+0.2,+0.63,+1.42,Matches,18-05-2024
180,Nathan Fernandes,br BRA,"FW,MF",Grêmio,19-092,2005,4,115,29,31.9,1.3,0,,0,4,29,0,1.50,1,0,+1,+0.78,+0.78,1.1,1.1,-0.1,-0.05,+0.09,Matches,18-05-2024
181,Gatito Fernández,py PAR,GK,Botafogo (RJ),36-050,1988,3,270,90,50.0,3.0,3,90,3,0,,3,2.00,8,4,+4,+1.33,+1.00,5.6,2.8,+2.8,+0.93,+1.52,Matches,18-05-2024
182,Fernandinho,br BRA,MF,Ath Paranaense,39-014,1985,6,512,85,94.8,5.7,6,85,5,0,,0,2.17,9,3,+6,+1.05,+1.05,7.4,6.4,+1.0,+0.18,+0.59,Matches,18-05-2024
183,Fernando,br BRA,DF,Ath Paranaense,24-247,1999,1,19,19,3.5,0.2,0,,0,1,19,3,3.00,0,0,0,0.00,-1.04,0.1,0.7,-0.5,-2.42,-2.67,Matches,18-05-2024
184,Fernando,br BRA,"MF,DF",Internacional,36-298,1987,2,101,51,28.1,1.1,1,90,1,1,11,0,2.00,2,1,+1,+0.89,+0.89,2.1,0.7,+1.4,+1.28,+0.67,Matches,18-05-2024
185,Luiz Fernando,br BRA,"FW,MF",Atl Goianiense,27-215,1996,5,442,88,98.2,4.9,5,88,1,0,,0,0.20,2,7,-5,-1.02,+10.23,4.4,4.9,-0.5,-0.09,+10.18,Matches,18-05-2024
186,Nahuel Ferraresi,ve VEN,DF,São Paulo,25-181,1998,3,158,53,29.3,1.8,2,68,1,1,23,3,1.00,2,3,-1,-0.57,-1.75,1.6,0.7,+0.9,+0.49,-0.45,Matches,18-05-2024
187,Ferreira,br BRA,"MF,FW",São Paulo,26-139,1997,4,106,27,19.6,1.2,0,,0,4,27,1,1.75,3,1,+2,+1.70,+1.28,1.9,1.2,+0.7,+0.58,-0.28,Matches,18-05-2024
188,Adriano Filho,br BRA,MF,Criciúma,19-339,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
189,Filipinho,br BRA,"MF,FW",Ath Paranaense,22-213,2001,3,54,18,10.0,0.6,1,45,0,2,5,3,2.33,0,1,-1,-1.67,-2.96,0.6,0.5,+0.1,+0.18,+0.03,Matches,18-05-2024
190,Kelvin Flórez,co COL,MF,Red Bull Bragantino,20-101,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
191,Alan Franco,ec ECU,MF,Atlético Mineiro,25-271,1998,5,357,71,79.3,4.0,4,84,3,1,22,0,1.80,8,3,+5,+1.26,+0.29,4.9,3.3,+1.6,+0.40,-0.13,Matches,18-05-2024
192,Alan Franco,ar ARG,DF,São Paulo,27-220,1996,4,318,80,58.9,3.5,4,80,2,0,,2,2.50,6,2,+4,+1.13,+1.13,6.0,1.8,+4.1,+1.17,+0.89,Matches,18-05-2024
193,Lucas Freitas,br BRA,DF,Juventude,23-119,2001,1,37,37,10.3,0.4,1,37,0,0,,2,0.00,0,2,-2,-4.86,-4.86,0.1,1.8,-1.7,-4.12,-3.97,Matches,18-05-2024
194,Marlon Freitas,br BRA,MF,Botafogo (RJ),29-052,1995,5,319,64,59.1,3.5,4,73,3,1,27,0,1.40,9,4,+5,+1.41,+1.41,6.1,4.3,+1.8,+0.50,+0.81,Matches,18-05-2024
195,Bruno Fuchs,br BRA,DF,Atlético Mineiro,25-047,1999,1,85,85,18.9,0.9,1,85,0,0,,0,3.00,3,0,+3,+3.18,+2.44,2.1,0.0,+2.1,+2.23,+2.22,Matches,18-05-2024
196,Gabriel,br BRA,DF,Bahia,23-012,2001,5,450,90,83.3,5.0,5,90,5,0,,1,2.60,8,4,+4,+0.80,+1.80,8.3,3.5,+4.8,+0.96,+2.16,Matches,18-05-2024
197,Gabriel,br BRA,MF,Ath Paranaense,31-313,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
198,Gabriel,br BRA,GK,Juventude,31-234,1992,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,5,7,-2,-0.50,,3.6,5.8,-2.2,-0.55,,Matches,18-05-2024
199,Marquinhos Gabriel,br BRA,MF,Criciúma,33-302,1990,3,232,77,85.9,2.6,3,77,1,0,,0,1.67,5,2,+3,+1.16,-1.20,2.2,2.9,-0.8,-0.30,+0.27,Matches,18-05-2024
200,Zé Gabriel,br BRA,MF,Vasco da Gama,25-118,1999,2,65,33,12.0,0.7,0,,0,2,33,2,0.00,1,1,0,0.00,+0.95,1.6,0.6,+1.0,+1.41,+1.77,Matches,18-05-2024
201,Pablo Galdames Millán,cl CHI,MF,Vasco da Gama,27-140,1996,6,411,69,76.1,4.6,5,73,1,1,45,0,1.00,5,8,-3,-0.66,+0.74,4.3,6.5,-2.2,-0.48,-1.40,Matches,18-05-2024
202,Giuliano Galoppo,ar ARG,MF,São Paulo,24-335,1999,4,152,38,28.1,1.7,1,58,0,3,31,2,2.25,4,1,+3,+1.78,+1.54,3.4,0.5,+2.9,+1.72,+1.27,Matches,18-05-2024
203,Léo Gamalho,br BRA,FW,Vitória,38-109,1986,1,17,17,3.8,0.2,0,,0,1,17,0,0.00,0,1,-1,-5.29,-4.25,0.2,0.0,+0.2,+0.81,+1.64,Matches,18-05-2024
204,Mateo Gamarra,py PAR,DF,Ath Paranaense,23-211,2000,3,270,90,50.0,3.0,3,90,3,0,,3,2.33,4,1,+3,+1.00,0.00,4.5,3.5,+1.0,+0.32,+0.33,Matches,18-05-2024
205,Ganso,br BRA,MF,Fluminense,34-219,1989,5,360,72,66.7,4.0,5,72,1,0,,0,1.00,6,8,-2,-0.50,+0.50,4.3,4.9,-0.7,-0.17,+0.57,Matches,18-05-2024
206,García,br BRA,DF,Palmeiras,22-135,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
207,Erick Garcia,br BRA,DF,Criciúma,18-349,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
208,Luan Garcia,br BRA,DF,Palmeiras,31-008,1993,3,237,79,43.9,2.6,3,79,2,0,,3,1.33,1,1,0,0.00,0.00,2.3,2.3,0.0,-0.02,-0.68,Matches,18-05-2024
209,Rodrigo Garro,ar ARG,MF,Corinthians,26-135,1998,6,509,85,94.3,5.7,6,85,3,0,,0,0.83,3,5,-2,-0.35,-0.35,6.9,5.4,+1.5,+0.27,-0.50,Matches,18-05-2024
210,Wesley Gasolina,br BRA,MF,Cruzeiro,24-066,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
211,Pedro Geromel,br BRA,DF,Grêmio,38-240,1985,1,90,90,25.0,1.0,1,90,1,0,,0,3.00,2,0,+2,+2.00,+2.33,1.1,0.2,+0.9,+0.93,+1.40,Matches,18-05-2024
212,Gerson,br BRA,"FW,MF",Flamengo,26-364,1997,6,266,44,49.3,3.0,2,90,2,4,22,0,1.83,4,3,+1,+0.34,+0.01,4.7,3.6,+1.2,+0.40,+0.43,Matches,18-05-2024
213,Gilberto,br BRA,"DF,MF",Bahia,31-072,1993,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
214,Gilberto,br BRA,FW,Juventude,34-348,1989,1,17,17,4.7,0.2,1,17,0,0,,0,1.00,0,0,0,0.00,+0.52,0.1,0.4,-0.3,-1.67,-1.17,Matches,18-05-2024
215,Luciano Giménez,ar ARG,FW,Cuiabá,24-090,2000,2,57,29,15.8,0.6,0,,0,2,29,2,0.00,0,2,-2,-3.16,-0.78,0.4,1.4,-1.0,-1.56,-0.60,Matches,18-05-2024
216,Giovane,br BRA,DF,Corinthians,20-176,2003,1,12,12,2.2,0.1,0,,0,1,12,3,1.00,0,0,0,0.00,+0.34,0.1,0.3,-0.3,-2.01,-2.36,Matches,18-05-2024
217,Leonardo Godoy,ar ARG,DF,Ath Paranaense,29-020,1995,6,401,67,74.3,4.5,5,71,1,1,45,0,2.17,7,2,+5,+1.12,+0.47,6.1,3.7,+2.4,+0.54,+1.48,Matches,18-05-2024
218,Bruno Gomes,br BRA,MF,Internacional,23-044,2001,2,58,29,16.1,0.6,1,45,0,1,13,2,1.50,0,0,0,0.00,-0.30,0.7,0.3,+0.3,+0.50,-0.36,Matches,18-05-2024
219,Igor Gomes,br BRA,MF,Atlético Mineiro,25-062,1999,5,198,40,44.0,2.2,2,55,0,3,29,0,1.80,4,0,+4,+1.82,+1.10,2.3,1.2,+1.1,+0.51,+0.15,Matches,18-05-2024
220,Igor Gomes,br BRA,DF,Internacional,23-073,2001,1,3,3,0.8,0.0,0,,0,1,3,3,3.00,0,0,0,0.00,-0.25,0.0,0.2,-0.2,-6.60,-7.46,Matches,18-05-2024
221,William Gomes,br BRA,DF,São Paulo,18-064,2006,1,26,26,4.8,0.3,0,,0,1,26,3,0.00,1,2,-1,-3.46,-4.34,0.2,0.3,-0.1,-0.29,-1.15,Matches,18-05-2024
222,Gustavo Gómez,py PAR,DF,Palmeiras,31-012,1993,5,450,90,83.3,5.0,5,90,5,0,,0,1.00,2,3,-1,-0.20,-1.20,6.3,3.5,+2.7,+0.55,+1.10,Matches,18-05-2024
223,Léo Gonçalves,br BRA,MF,Criciúma,22-025,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
224,Mateus Gonçalves Martins,br BRA,"MF,FW",Vitória,29-233,1994,4,210,53,46.7,2.3,1,61,0,3,50,1,0.25,3,6,-3,-1.29,-0.16,2.5,4.9,-2.4,-1.03,-0.49,Matches,18-05-2024
225,Matheus Gonçalves,br BRA,FW,Flamengo,18-274,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
226,Yony González,co COL,"MF,FW",Atl Goianiense,29-312,1994,3,100,33,22.2,1.1,0,,0,3,33,0,0.00,1,2,-1,-0.90,+0.39,1.7,1.5,+0.2,+0.17,+0.58,Matches,18-05-2024
227,Gregore,br BRA,MF,Botafogo (RJ),30-077,1994,5,284,57,52.6,3.2,3,81,1,2,21,1,1.40,4,4,0,0.00,-1.76,3.8,3.3,+0.5,+0.16,-0.02,Matches,18-05-2024
228,Guga,br BRA,DF,Fluminense,25-263,1998,2,57,29,10.6,0.6,1,45,0,1,12,3,0.33,2,5,-3,-4.74,-4.55,0.3,1.3,-1.0,-1.65,-1.45,Matches,18-05-2024
229,Guilherme,br BRA,DF,Criciúma,21-278,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
230,Guilherme,br BRA,DF,Red Bull Bragantino,22-094,2002,2,111,56,20.6,1.2,1,90,1,1,21,4,2.00,2,1,+1,+0.81,+0.81,1.0,1.8,-0.8,-0.65,+0.07,Matches,18-05-2024
231,Luis Guilherme,br BRA,"FW,DF",Palmeiras,18-099,2006,4,138,35,25.6,1.5,1,57,0,3,27,2,1.75,1,0,+1,+0.65,+0.88,2.0,0.9,+1.1,+0.69,+0.44,Matches,18-05-2024
232,Zé Guilherme,br BRA,DF,Grêmio,19-063,2005,3,82,27,22.8,0.9,1,53,0,2,15,1,1.00,1,0,+1,+1.10,+1.10,0.6,1.7,-1.1,-1.24,-1.46,Matches,18-05-2024
233,Gustavinho,br BRA,MF,Red Bull Bragantino,20-025,2004,6,387,65,71.7,4.3,6,65,1,0,,0,1.50,4,4,0,0.00,-0.59,2.7,5.8,-3.1,-0.72,-0.06,Matches,18-05-2024
234,Gustavo,br BRA,GK,Criciúma,31-069,1993,1,90,90,33.3,1.0,1,90,1,0,,0,3.00,4,0,+4,+4.00,+4.00,1.4,1.9,-0.5,-0.46,-0.18,Matches,18-05-2024
235,Luiz Gustavo,br BRA,DF,Atl Goianiense,20-354,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
236,Luiz Gustavo,br BRA,"DF,MF",São Paulo,36-300,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
237,Ryan Gustavo,br BRA,MF,Corinthians,20-308,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
238,Lucas Halter,br BRA,DF,Botafogo (RJ),24-016,2000,5,431,86,79.8,4.8,5,86,4,0,,1,1.80,10,6,+4,+0.84,+0.01,6.7,6.2,+0.4,+0.09,-0.38,Matches,18-05-2024
239,Thiago Heleno,br BRA,DF,Ath Paranaense,35-244,1988,3,270,90,50.0,3.0,3,90,3,0,,0,2.00,5,2,+3,+1.00,0.00,3.0,3.0,0.0,-0.01,-0.33,Matches,18-05-2024
240,Helinho,br BRA,FW,Red Bull Bragantino,24-023,2000,2,107,54,19.8,1.2,1,90,1,1,17,1,0.50,0,2,-2,-1.68,-2.31,0.5,1.4,-0.9,-0.74,-0.05,Matches,18-05-2024
241,Bruno Henrique,br BRA,FW,Flamengo,33-140,1990,5,390,78,72.2,4.3,4,86,3,1,45,0,1.60,4,4,0,0.00,-1.20,5.0,3.2,+1.8,+0.42,+0.84,Matches,18-05-2024
242,Bruno Henrique,br BRA,MF,Internacional,34-210,1989,4,234,59,65.0,2.6,3,63,0,1,45,0,1.75,4,2,+2,+0.77,+1.48,4.2,2.1,+2.0,+0.78,-0.07,Matches,18-05-2024
243,Gustavo Henrique,br BRA,DF,Corinthians,31-055,1993,3,251,84,46.5,2.8,3,84,2,0,,0,0.33,0,4,-4,-1.43,-2.06,2.7,3.4,-0.7,-0.25,-1.01,Matches,18-05-2024
244,Luiz Henrique,br BRA,"MF,FW",Botafogo (RJ),23-137,2001,5,323,65,59.8,3.6,5,65,1,0,,1,1.40,5,5,0,0.00,-2.07,3.2,4.8,-1.6,-0.46,-1.56,Matches,18-05-2024
245,Paulo Henrique,br BRA,DF,Vasco da Gama,27-298,1996,6,452,75,83.7,5.0,5,88,3,1,11,0,1.00,4,11,-7,-1.39,-3.44,6.2,8.2,-1.9,-0.38,-1.46,Matches,18-05-2024
246,Pedro Henrique,br BRA,DF,Ath Paranaense,28-229,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
247,Pedro Henrique,br BRA,FW,Corinthians,33-337,1990,2,75,38,13.9,0.8,2,38,0,0,,2,1.50,0,1,-1,-1.20,-1.01,0.6,0.5,+0.2,+0.23,-0.08,Matches,18-05-2024
248,Pedro Henrique,br BRA,DF,Red Bull Bragantino,28-229,1995,3,270,90,50.0,3.0,3,90,3,0,,0,0.67,2,3,-1,-0.33,-1.00,1.6,4.2,-2.6,-0.88,-0.35,Matches,18-05-2024
249,Hércules,br BRA,MF,Fortaleza,23-211,2000,5,354,71,78.7,3.9,4,83,2,1,21,0,1.40,3,2,+1,+0.25,+0.25,3.2,3.4,-0.2,-0.04,-0.30,Matches,18-05-2024
250,Marcelo Hermes,br BRA,"DF,MF",Criciúma,29-107,1995,3,270,90,100.0,3.0,3,90,3,0,,0,1.67,6,2,+4,+1.33,,2.5,3.5,-1.0,-0.34,,Matches,18-05-2024
251,Diego Hernández,uy URU,"FW,MF",Botafogo (RJ),23-331,2000,4,121,30,22.4,1.3,0,,0,4,30,1,1.75,4,2,+2,+1.49,+0.84,2.3,1.5,+0.7,+0.55,+0.49,Matches,18-05-2024
252,Lucca Holanda,br BRA,"FW,DF",Internacional,21-046,2003,4,125,31,34.7,1.4,2,54,0,2,9,0,1.75,1,1,0,0.00,-0.38,1.7,0.9,+0.8,+0.59,-0.33,Matches,18-05-2024
253,Hugo,br BRA,"DF,MF",Corinthians,26-263,1997,6,500,83,92.6,5.6,6,83,4,0,,0,0.83,3,5,-2,-0.36,-0.36,6.5,5.4,+1.1,+0.21,-1.21,Matches,18-05-2024
254,Hugo,br BRA,DF,Botafogo (RJ),22-241,2001,5,360,72,66.7,4.0,4,79,3,1,45,1,1.80,9,4,+5,+1.25,+1.25,5.9,4.9,+1.0,+0.26,+0.27,Matches,18-05-2024
255,Vitor Hugo Amorim,br BRA,MF,Cruzeiro,20-090,2004,1,25,25,5.6,0.3,0,,0,1,25,2,3.00,1,0,+1,+3.60,+3.60,0.3,0.2,+0.1,+0.35,+0.48,Matches,18-05-2024
256,José Hugo,br BRA,DF,Vitória,24-214,1999,2,30,15,6.7,0.3,0,,0,2,15,3,0.00,1,0,+1,+3.00,+4.50,1.4,0.8,+0.6,+1.68,+2.63,Matches,18-05-2024
257,Victor Hugo,br BRA,FW,Flamengo,20-007,2004,3,21,7,3.9,0.2,0,,0,3,7,3,3.00,1,1,0,0.00,-0.35,1.0,0.5,+0.5,+2.09,+1.99,Matches,18-05-2024
258,Hulk,br BRA,FW,Atlético Mineiro,37-298,1986,4,330,83,73.3,3.7,4,83,1,0,,0,1.50,4,2,+2,+0.55,-2.45,2.4,3.3,-0.8,-0.23,-2.47,Matches,18-05-2024
259,José Hurtado,ec ECU,DF,Red Bull Bragantino,22-147,2001,3,270,90,50.0,3.0,3,90,3,0,,0,2.33,5,3,+2,+0.67,+1.00,2.6,4.1,-1.6,-0.53,+0.35,Matches,18-05-2024
260,Igor,br BRA,MF,Flamengo,21-072,2003,2,47,24,8.7,0.5,1,36,0,1,11,4,2.00,0,1,-1,-1.91,-2.46,0.6,0.7,-0.1,-0.27,-0.49,Matches,18-05-2024
261,Gabriel Inocêncio,br BRA,DF,Juventude,29-272,1994,3,270,90,75.0,3.0,3,90,3,0,,1,1.33,4,6,-2,-0.67,-0.67,2.4,4.6,-2.1,-0.71,-0.63,Matches,18-05-2024
262,Isaac,br BRA,FW,Atlético Mineiro,20-053,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
263,Isaac,br BRA,DF,Fluminense,20-024,2004,1,12,12,2.2,0.1,0,,0,1,12,4,0.00,0,0,0,0.00,+0.68,0.1,0.1,0.0,-0.19,+0.17,Matches,18-05-2024
