Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_2,Matches,Curr_Date
396,Osvaldo,br BRA,"MF,FW",Vitória,37-037,1987,4,245,61,54.4,2.7,4,61,0,0,,0,0.25,3,6,-3,-1.10,+0.22,2.9,5.1,-2.2,-0.81,-0.09,Matches,18-05-2024
397,Otávio,br BRA,MF,Atlético Mineiro,30-014,1994,5,450,90,100.0,5.0,5,90,5,0,,0,1.80,9,3,+6,+1.20,,5.8,3.7,+2.1,+0.43,,Matches,18-05-2024
398,Pablo,br BRA,"FW,MF",Ath Paranaense,31-330,1992,5,374,75,69.3,4.2,5,75,0,0,,0,2.60,8,1,+7,+1.68,+2.23,6.5,3.4,+3.2,+0.76,+1.98,Matches,18-05-2024
399,Pablo,br BRA,GK,Vasco da Gama,21-097,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
400,Pablo,br BRA,DF,Botafogo (RJ),32-332,1991,1,29,29,5.4,0.3,0,,0,1,29,1,3.00,1,0,+1,+3.10,+2.40,0.1,0.0,+0.1,+0.51,+0.35,Matches,18-05-2024
401,Juan Pablo,br BRA,DF,Cuiabá,22-023,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
402,Bruno Pacheco,br BRA,DF,Fortaleza,32-162,1991,4,302,76,67.1,3.4,3,90,3,1,32,1,1.50,3,2,+1,+0.30,+0.30,2.8,3.3,-0.4,-0.13,-0.45,Matches,18-05-2024
403,Brahian Palacios,co COL,FW,Atlético Mineiro,21-176,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
404,Helibelton Palacios,co COL,DF,Cruzeiro,30-342,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
405,Mateus Pasinato,br BRA,GK,Cuiabá,31-325,1992,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
406,Patryck,br BRA,DF,São Paulo,21-121,2003,1,89,89,16.5,1.0,1,89,0,0,,4,3.00,2,1,+1,+1.01,+0.41,1.8,0.6,+1.2,+1.18,+0.45,Matches,18-05-2024
407,Patrick de Paula,br BRA,MF,Botafogo (RJ),24-253,1999,1,11,11,2.0,0.1,0,,0,1,11,5,3.00,0,0,0,0.00,-0.85,0.1,0.5,-0.4,-3.50,-3.75,Matches,18-05-2024
408,Paulinho,br BRA,FW,Atlético Mineiro,23-308,2000,5,403,81,89.6,4.5,5,81,0,0,,0,1.80,9,2,+7,+1.56,+3.48,5.2,2.9,+2.3,+0.52,+0.88,Matches,18-05-2024
409,Paulinho,br BRA,MF,Corinthians,35-298,1988,6,118,20,21.9,1.3,1,45,0,5,15,0,0.83,0,1,-1,-0.76,-0.55,1.4,1.7,-0.3,-0.23,-0.68,Matches,18-05-2024
410,Caio Paulista,br BRA,"DF,FW",Palmeiras,26-007,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches,18-05-2024
411,Cristian Pavón,ar ARG,FW,Grêmio,28-118,1996,2,111,56,30.8,1.2,2,56,0,0,,0,1.50,2,2,0,0.00,-0.36,1.2,0.7,+0.4,+0.36,+0.69,Matches,18-05-2024
412,Dimitri Payet,fr FRA,MF,Vasco da Gama,37-050,1987,2,111,56,20.6,1.2,2,56,0,0,,0,1.50,2,1,+1,+0.81,+2.07,2.5,0.6,+1.9,+1.56,+2.15,Matches,18-05-2024
413,Pedrão,br BRA,DF,Atl Goianiense,31-152,1992,2,105,53,23.3,1.2,1,90,1,1,15,3,0.00,0,2,-2,-1.71,-0.67,0.9,1.5,-0.6,-0.53,-0.33,Matches,18-05-2024
414,Pedrinho,br BRA,MF,Atlético Mineiro,26-035,1998,1,25,25,5.6,0.3,0,,0,1,25,4,3.00,1,0,+1,+3.60,+2.54,0.8,0.2,+0.6,+2.08,+1.75,Matches,18-05-2024
415,Pedro,br BRA,FW,Flamengo,26-333,1997,6,450,75,83.3,5.0,5,81,4,1,45,0,1.83,6,5,+1,+0.20,-0.80,6.3,4.6,+1.7,+0.34,+0.93,Matches,18-05-2024
416,João Pedro,br BRA,FW,Cruzeiro,21-106,2003,1,9,9,2.0,0.1,0,,0,1,9,0,3.00,0,0,0,0.00,-0.20,0.0,0.2,-0.2,-1.79,-1.73,Matches,18-05-2024
417,João Pedro,br BRA,MF,Vasco da Gama,19-029,2005,1,17,17,3.1,0.2,0,,0,1,17,3,3.00,0,0,0,0.00,+0.86,0.3,0.1,+0.2,+1.17,+1.35,Matches,18-05-2024
418,João Pedro,br BRA,DF,Corinthians,20-139,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
419,João Pedro,it ITA,FW,Grêmio,32-070,1992,4,207,52,57.5,2.3,2,72,0,2,32,0,1.50,4,0,+4,+1.74,+3.50,2.9,2.0,+0.9,+0.38,+1.17,Matches,18-05-2024
420,João Pedro,br BRA,DF,Grêmio,27-185,1996,3,270,90,75.0,3.0,3,90,3,0,,1,1.00,2,3,-1,-0.33,-2.33,2.0,3.4,-1.4,-0.46,-1.40,Matches,18-05-2024
421,Léo Pelé,br BRA,DF,Vasco da Gama,28-073,1996,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,6,11,-5,-0.83,,8.0,8.9,-0.9,-0.15,,Matches,18-05-2024
422,Carlos de Pena,uy URU,"MF,FW",Bahia,32-068,1992,6,76,13,14.1,0.8,0,,0,6,13,0,2.17,1,1,0,0.00,-0.58,1.6,0.4,+1.2,+1.38,+0.91,Matches,18-05-2024
423,Léo Pereira,br BRA,DF,Flamengo,28-108,1996,6,526,88,97.4,5.8,6,88,5,0,,0,1.83,6,5,+1,+0.17,-6.26,6.2,5.9,+0.2,+0.04,-5.47,Matches,18-05-2024
424,Matheus Pereira,pt POR,FW,Cruzeiro,28-013,1996,5,439,88,97.6,4.9,5,88,2,0,,0,2.00,7,6,+1,+0.21,+0.21,4.5,5.0,-0.5,-0.09,+0.37,Matches,18-05-2024
425,Yago Pikachu,br BRA,"DF,FW",Fortaleza,31-348,1992,5,232,46,51.6,2.6,3,66,0,2,17,0,1.40,1,0,+1,+0.39,+0.39,1.8,2.8,-1.0,-0.38,-0.83,Matches,18-05-2024
426,Joaquín Piquerez,uy URU,DF,Palmeiras,25-268,1998,5,432,86,80.0,4.8,5,86,4,0,,1,1.00,2,3,-1,-0.21,-1.04,6.3,3.4,+2.9,+0.60,+1.15,Matches,18-05-2024
427,Rafael Pires,br BRA,GK,São Paulo,34-330,1989,6,540,90,100.0,6.0,6,90,6,0,,0,1.67,10,6,+4,+0.67,,8.4,3.6,+4.8,+0.81,,Matches,18-05-2024
428,Lucas Piton,br BRA,DF,Vasco da Gama,23-222,2000,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,6,11,-5,-0.83,,8.0,8.9,-0.9,-0.15,,Matches,18-05-2024
429,Isidro Pitta,py PAR,FW,Cuiabá,24-278,1999,4,206,52,57.2,2.3,3,64,0,1,14,0,0.00,0,4,-4,-1.75,+1.76,1.4,2.4,-1.0,-0.43,+1.46,Matches,18-05-2024
430,Tomas Pochettino,ar ARG,MF,Fortaleza,28-107,1996,4,323,81,71.8,3.6,4,81,1,0,,1,1.50,4,2,+2,+0.56,+1.27,2.4,3.2,-0.8,-0.22,-0.87,Matches,18-05-2024
431,Mateo Ponte,uy URU,DF,Botafogo (RJ),20-360,2003,4,296,74,54.8,3.3,4,74,2,0,,2,1.75,6,4,+2,+0.61,-0.50,4.7,3.1,+1.7,+0.51,+0.75,Matches,18-05-2024
432,Werik Popó,br BRA,FW,Juventude,22-214,2001,2,22,11,6.1,0.2,0,,0,2,11,1,2.00,0,0,0,0.00,+0.53,1.0,0.4,+0.6,+2.51,+3.27,Matches,18-05-2024
433,Gustavo Prado,br BRA,"FW,MF",Internacional,18-347,2005,4,109,27,30.3,1.2,0,,0,4,27,0,1.75,1,1,0,0.00,-0.36,2.2,1.4,+0.9,+0.72,-0.12,Matches,18-05-2024
434,Bruno Praxedes,br BRA,MF,Vasco da Gama,22-100,2002,1,24,24,4.4,0.3,0,,0,1,24,2,3.00,0,1,-1,-3.75,-3.05,0.6,1.4,-0.8,-2.90,-2.89,Matches,18-05-2024
435,Erick Pulgar,cl CHI,MF,Flamengo,30-124,1994,4,315,79,58.3,3.5,4,79,3,0,,0,1.75,4,2,+2,+0.57,+0.57,3.3,2.9,+0.4,+0.11,-0.17,Matches,18-05-2024
436,Du Queiroz,br BRA,MF,Grêmio,24-120,2000,4,227,57,63.1,2.5,3,73,1,1,8,0,1.50,2,3,-1,-0.40,-1.75,1.9,2.6,-0.7,-0.27,-0.41,Matches,18-05-2024
437,Igor Rabello,br BRA,DF,Atlético Mineiro,29-020,1995,4,188,47,41.8,2.1,1,90,1,3,33,1,2.00,3,1,+2,+0.96,-0.42,2.6,1.2,+1.4,+0.66,+0.39,Matches,18-05-2024
438,Zé Rafael,br BRA,MF,Palmeiras,30-337,1993,2,90,45,16.7,1.0,1,81,0,1,9,0,1.50,0,2,-2,-2.00,-2.40,1.4,1.0,+0.5,+0.47,+0.12,Matches,18-05-2024
439,Railan,br BRA,DF,Cuiabá,24-069,2000,1,90,90,25.0,1.0,1,90,1,0,,3,0.00,0,4,-4,-4.00,-2.00,0.3,2.0,-1.6,-1.64,-0.78,Matches,18-05-2024
440,Eric Ramires,br BRA,"MF,FW",Red Bull Bragantino,23-282,2000,6,316,53,58.5,3.5,3,66,0,3,40,0,1.50,6,3,+3,+0.85,+1.66,2.7,4.2,-1.5,-0.43,+0.65,Matches,18-05-2024
441,Ramon,br BRA,DF,Cuiabá,23-066,2001,1,70,70,19.4,0.8,1,70,0,0,,1,0.00,0,1,-1,-1.29,+1.51,0.2,0.8,-0.6,-0.74,+0.39,Matches,18-05-2024
442,Pedro Rangel,br BRA,GK,Atl Goianiense,23-324,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
443,Raniele,br BRA,"MF,DF",Corinthians,27-139,1996,5,395,79,73.1,4.4,5,79,2,0,,0,1.00,3,3,0,0.00,+1.24,5.1,3.2,+1.9,+0.43,+0.49,Matches,18-05-2024
444,Rafael Ratão,br BRA,FW,Bahia,28-170,1995,3,37,12,6.9,0.4,0,,0,3,12,3,3.00,1,0,+1,+2.43,+2.07,1.3,0.2,+1.0,+2.52,+2.06,Matches,18-05-2024
445,Raul,br BRA,MF,Red Bull Bragantino,27-312,1996,3,129,43,23.9,1.4,2,50,0,1,30,0,2.33,1,1,0,0.00,-0.22,1.2,1.8,-0.6,-0.41,+0.38,Matches,18-05-2024
446,Pedro Raul,br BRA,FW,Corinthians,27-195,1996,4,154,39,28.5,1.7,1,90,1,3,21,2,0.50,0,2,-2,-1.17,-1.17,2.0,1.9,+0.2,+0.09,-0.29,Matches,18-05-2024
447,Leonardo Realpe,ec ECU,DF,Red Bull Bragantino,23-082,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
448,Renan,br BRA,FW,Ath Paranaense,21-108,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
449,Robert Renan,br BRA,DF,Internacional,20-220,2003,2,103,52,28.6,1.1,1,90,1,1,13,1,1.50,0,1,-1,-0.87,-1.57,1.6,1.5,+0.1,+0.05,-1.06,Matches,18-05-2024
450,Renê,br BRA,DF,Internacional,31-247,1992,4,360,90,100.0,4.0,4,90,4,0,,0,1.75,4,3,+1,+0.25,,6.5,3.3,+3.2,+0.80,,Matches,18-05-2024
451,Rezende,br BRA,"MF,DF",Bahia,29-137,1995,6,197,33,36.5,2.2,1,90,1,5,21,0,2.17,4,3,+1,+0.46,-0.07,3.9,2.9,+1.0,+0.44,-0.25,Matches,18-05-2024
452,Rhaldney,br BRA,MF,Atl Goianiense,25-180,1998,4,243,61,54.0,2.7,3,66,1,1,45,0,0.25,1,5,-4,-1.48,-0.61,1.4,3.9,-2.5,-0.91,-1.38,Matches,18-05-2024
453,Rhyan,br BRA,GK,Cuiabá,18-136,2006,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
454,Everton Ribeiro,br BRA,"MF,FW",Bahia,35-038,1989,6,416,69,77.0,4.6,6,69,0,0,,0,2.17,6,4,+2,+0.43,-0.29,5.4,4.3,+1.1,+0.25,-1.55,Matches,18-05-2024
455,Wesley Ribeiro,br BRA,FW,Corinthians,19-074,2005,6,427,71,79.1,4.7,5,81,4,1,22,0,0.83,3,2,+1,+0.21,+2.60,6.0,3.9,+2.1,+0.44,+0.67,Matches,18-05-2024
456,João Ricardo Riedi,br BRA,GK,Fortaleza,35-255,1988,5,450,90,100.0,5.0,5,90,5,0,,0,1.40,5,4,+1,+0.20,,4.4,4.2,+0.1,+0.02,,Matches,18-05-2024
457,Rikelme,br BRA,DF,Cuiabá,20-307,2003,4,299,75,83.1,3.3,3,90,3,1,29,0,0.00,0,9,-9,-2.71,-1.23,2.1,5.7,-3.6,-1.09,-0.22,Matches,18-05-2024
458,Rildo,br BRA,"MF,FW",Juventude,24-118,2000,2,36,18,10.0,0.4,0,,0,2,18,2,1.00,0,0,0,0.00,+0.56,1.0,0.2,+0.8,+1.96,+2.79,Matches,18-05-2024
459,Richard Ríos,co COL,MF,Palmeiras,23-351,2000,6,349,58,64.6,3.9,4,73,1,2,30,0,1.33,2,1,+1,+0.26,+0.73,3.9,3.7,+0.2,+0.04,-0.91,Matches,18-05-2024
460,Robert,br BRA,DF,Cruzeiro,19-035,2005,1,11,11,2.4,0.1,0,,0,1,11,3,1.00,1,0,+1,+8.18,+8.18,0.1,0.1,0.0,-0.09,+0.02,Matches,18-05-2024
461,Cauã da Rocha,br BRA,DF,Juventude,19-157,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
462,Kaique Rocha,br BRA,DF,Ath Paranaense,23-080,2001,6,540,90,100.0,6.0,6,90,6,0,,0,2.17,9,3,+6,+1.00,,7.4,6.5,+0.9,+0.15,,Matches,18-05-2024
463,Marcos Rocha,br BRA,DF,Palmeiras,35-159,1988,4,200,50,37.0,2.2,2,81,1,2,19,2,1.25,2,0,+2,+0.90,+1.43,3.4,1.2,+2.2,+0.99,+0.99,Matches,18-05-2024
464,Pedro Rocha Neves,br BRA,"FW,MF",Fortaleza,29-231,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
465,Sergio Rochet,uy URU,GK,Internacional,31-056,1993,4,360,90,100.0,4.0,4,90,4,0,,0,1.75,4,3,+1,+0.25,,6.5,3.3,+3.2,+0.80,,Matches,18-05-2024
466,Yeferson Rodallega,co COL,DF,Atl Goianiense,23-177,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
467,Rodrigo,br BRA,MF,São Paulo,20-063,2004,2,53,27,9.8,0.6,0,,0,2,27,0,3.00,2,0,+2,+3.40,+3.03,1.5,0.2,+1.2,+2.10,+1.43,Matches,18-05-2024
468,Emiliano Rodríguez,uy URU,FW,Atl Goianiense,20-307,2003,5,281,56,62.4,3.1,4,66,0,1,19,0,0.20,1,5,-4,-1.28,-0.22,2.4,2.8,-0.4,-0.13,+0.39,Matches,18-05-2024
469,James Rodríguez,co COL,MF,São Paulo,32-311,1991,2,38,19,7.0,0.4,0,,0,2,19,0,0.50,1,2,-1,-2.37,-3.26,0.2,0.3,-0.1,-0.20,-1.08,Matches,18-05-2024
470,Robert Rojas,py PAR,DF,Vasco da Gama,28-018,1996,1,4,4,0.7,0.0,0,,0,1,4,5,3.00,0,0,0,0.00,+0.84,0.3,0.0,+0.2,+5.44,+5.63,Matches,18-05-2024
471,Guilherme Romão,br BRA,DF,Atl Goianiense,26-224,1997,5,450,90,100.0,5.0,5,90,5,0,,0,0.20,2,8,-6,-1.20,,4.5,5.9,-1.4,-0.28,,Matches,18-05-2024
472,Ángel Romero,py PAR,FW,Corinthians,31-319,1992,6,404,67,74.8,4.5,5,74,1,1,33,0,0.83,3,3,0,0.00,+1.32,5.8,3.6,+2.2,+0.49,+0.76,Matches,18-05-2024
473,Lucas Romero,ar ARG,MF,Cruzeiro,30-030,1994,4,355,89,78.9,3.9,4,89,2,0,,0,2.50,7,4,+3,+0.76,+2.66,4.0,4.4,-0.4,-0.10,+0.02,Matches,18-05-2024
474,Óscar Romero,py PAR,"FW,MF",Botafogo (RJ),31-319,1992,4,134,34,24.8,1.5,1,56,0,3,26,2,1.00,3,3,0,0.00,-1.11,1.1,2.4,-1.4,-0.91,-1.43,Matches,18-05-2024
475,Rômulo,br BRA,DF,Atlético Mineiro,20-108,2004,1,45,45,10.0,0.5,0,,0,1,45,3,1.00,2,1,+1,+2.00,+0.89,1.0,0.7,+0.3,+0.68,+0.27,Matches,18-05-2024
476,Romulo,br BRA,MF,Internacional,24-078,2000,2,85,43,23.6,0.9,1,60,0,1,25,2,1.50,0,0,0,0.00,-0.33,0.5,1.5,-1.0,-1.09,-2.47,Matches,18-05-2024
477,Romulo,br BRA,MF,Palmeiras,22-224,2001,3,53,18,9.8,0.6,0,,0,3,18,3,1.00,1,0,+1,+1.70,+1.88,2.3,0.3,+1.9,+3.31,+3.26,Matches,18-05-2024
478,Ronald,br BRA,MF,Criciúma,26-335,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
479,Ronald,br BRA,MF,Grêmio,21-097,2003,1,6,6,1.7,0.1,0,,0,1,6,3,3.00,0,0,0,0.00,-0.25,0.0,0.2,-0.2,-2.55,-2.48,Matches,18-05-2024
480,Ronaldo,br BRA,GK,Atl Goianiense,27-270,1996,5,450,90,100.0,5.0,5,90,5,0,,0,0.20,2,8,-6,-1.20,,4.5,5.9,-1.4,-0.28,,Matches,18-05-2024
481,Budiga Roni,br BRA,MF,Atl Goianiense,25-033,1999,2,135,68,30.0,1.5,2,68,1,0,,1,0.50,1,2,-1,-0.67,+0.76,0.5,2.3,-1.8,-1.17,-1.28,Matches,18-05-2024
482,Rony,br BRA,FW,Palmeiras,29-007,1995,6,319,53,59.1,3.5,3,79,1,3,28,0,1.33,3,1,+2,+0.56,+1.38,4.4,3.2,+1.2,+0.35,-0.05,Matches,18-05-2024
483,Matheus Rossetto,br BRA,MF,Fortaleza,27-350,1996,1,90,90,20.0,1.0,1,90,1,0,,2,1.00,1,1,0,0.00,-0.25,0.6,0.6,0.0,+0.04,+0.02,Matches,18-05-2024
484,Rossi,br BRA,FW,Vasco da Gama,31-026,1993,5,220,44,40.7,2.4,5,44,0,0,,1,1.20,2,2,0,0.00,+1.41,1.6,2.1,-0.4,-0.18,-0.06,Matches,18-05-2024
485,Agustín Rossi,ar ARG,GK,Flamengo,28-271,1995,6,540,90,100.0,6.0,6,90,6,0,,0,1.83,7,5,+2,+0.33,,7.0,5.9,+1.1,+0.18,,Matches,18-05-2024
486,Ruan,br BRA,"MF,FW",Juventude,19-015,2005,2,49,25,13.6,0.5,0,,0,2,25,2,1.50,1,3,-2,-3.67,-3.67,0.3,1.3,-1.0,-1.86,-1.51,Matches,18-05-2024
487,Rubens,br BRA,DF,Atlético Mineiro,22-332,2001,1,9,9,2.0,0.1,1,9,0,0,,1,1.00,0,0,0,0.00,-1.22,0.1,0.0,+0.1,+0.70,+0.28,Matches,18-05-2024
488,Alan Ruschel,br BRA,DF,Juventude,34-269,1989,1,90,90,25.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,+0.67,1.2,1.3,-0.1,-0.08,+0.63,Matches,18-05-2024
489,José Sabino,br BRA,DF,São Paulo,27-206,1996,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
490,Rodrigo Sam,br BRA,DF,Juventude,28-299,1995,3,150,50,41.7,1.7,1,90,1,2,30,0,1.33,2,4,-2,-1.20,-1.20,0.9,2.2,-1.3,-0.78,-0.39,Matches,18-05-2024
491,Alex Santana,br BRA,"MF,FW",Ath Paranaense,29-005,1995,3,100,33,18.5,1.1,0,,0,3,33,3,2.00,1,1,0,0.00,-1.23,0.6,0.9,-0.3,-0.24,-0.48,Matches,18-05-2024
492,Santos,br BRA,GK,Fortaleza,34-062,1990,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches,18-05-2024
493,Ademir Santos,br BRA,"FW,MF",Bahia,29-092,1995,5,178,36,33.0,2.0,2,64,0,3,17,1,2.60,3,4,-1,-0.51,-1.50,2.9,2.4,+0.4,+0.22,-0.56,Matches,18-05-2024
494,Allyson Aires dos Santos,br BRA,DF,Cuiabá,33-208,1990,1,90,90,25.0,1.0,1,90,1,0,,3,0.00,0,4,-4,-4.00,-2.00,0.3,2.0,-1.6,-1.64,-0.78,Matches,18-05-2024
495,Eduardo Santos,br BRA,DF,Red Bull Bragantino,26-172,1997,3,225,75,41.7,2.5,2,90,2,1,45,2,0.67,1,2,-1,-0.40,-0.97,1.3,3.4,-2.2,-0.87,-0.29,Matches,18-05-2024
496,Juan Santos,br BRA,FW,São Paulo,22-073,2002,2,61,31,11.3,0.7,1,60,0,1,1,4,1.50,1,1,0,0.00,-0.75,1.2,0.6,+0.6,+0.92,+0.13,Matches,18-05-2024
497,Júnior Santos,br BRA,"FW,MF",Botafogo (RJ),29-220,1994,6,431,72,79.8,4.8,5,79,2,1,34,0,1.67,9,5,+4,+0.84,+0.01,6.9,5.7,+1.2,+0.25,+0.40,Matches,18-05-2024
498,Luis Eduardo Marques dos Santos,br BRA,DF,Fortaleza,26-354,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches,18-05-2024
499,Renzo Saravia,ar ARG,DF,Atlético Mineiro,30-337,1993,5,450,90,100.0,5.0,5,90,5,0,,0,1.80,9,3,+6,+1.20,,5.8,3.7,+2.1,+0.43,,Matches,18-05-2024
500,Eduardo Sasha,br BRA,FW,Red Bull Bragantino,32-084,1992,5,374,75,69.3,4.2,5,75,1,0,,0,1.80,6,4,+2,+0.48,+1.02,3.3,5.9,-2.6,-0.63,+0.22,Matches,18-05-2024
501,Lucas Sasha,br BRA,MF,Fortaleza,34-078,1990,3,100,33,22.2,1.1,1,69,0,2,16,0,1.67,2,3,-1,-0.90,-1.41,1.2,0.6,+0.6,+0.55,+0.68,Matches,18-05-2024
502,Jefferson Savarino,ve VEN,"MF,FW",Botafogo (RJ),27-189,1996,6,364,61,67.4,4.0,3,90,3,3,31,0,1.67,9,5,+4,+0.99,+0.48,5.5,5.6,-0.1,-0.03,-0.62,Matches,18-05-2024
503,Gustavo Scarpa,br BRA,"MF,FW",Atlético Mineiro,30-134,1994,5,316,63,70.2,3.5,4,77,0,1,9,0,1.80,8,2,+6,+1.71,+1.71,4.2,2.5,+1.7,+0.48,+0.17,Matches,18-05-2024
504,Mateus Schaffer,br BRA,,Juventude,17-034,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
505,Cleiton Schwengber,br BRA,GK,Red Bull Bragantino,26-273,1997,5,405,81,75.0,4.5,5,81,4,0,,0,1.20,3,4,-1,-0.22,-1.56,2.5,6.1,-3.7,-0.81,-0.45,Matches,18-05-2024
506,Luis Segovia,ec ECU,DF,Botafogo (RJ),26-205,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
507,Juan Sforza,ar ARG,MF,Vasco da Gama,22-094,2002,6,412,69,76.3,4.6,5,79,3,1,17,0,1.00,6,9,-3,-0.66,+0.75,6.6,5.7,+0.9,+0.20,+1.48,Matches,18-05-2024
508,Shaylon,br BRA,"MF,FW",Atl Goianiense,27-021,1997,5,431,86,95.8,4.8,5,86,4,0,,0,0.20,2,7,-5,-1.04,+3.69,4.4,5.6,-1.2,-0.26,+0.41,Matches,18-05-2024
509,André Silva,br BRA,"MF,FW",São Paulo,26-350,1997,6,282,47,52.2,3.1,3,76,1,3,18,0,1.67,6,2,+4,+1.28,+1.28,3.9,1.8,+2.1,+0.66,-0.31,Matches,18-05-2024
510,Jhonatan Silva,br BRA,DF,Fortaleza,24-310,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches,18-05-2024
511,Luan Silva,br BRA,MF,Vitória,25-004,1999,3,131,44,29.1,1.5,2,59,0,1,13,1,0.33,1,4,-3,-2.06,-1.21,0.5,2.3,-1.8,-1.27,-0.70,Matches,18-05-2024
512,Lucas Silva,br BRA,MF,Cruzeiro,31-092,1993,5,381,76,84.7,4.2,5,76,0,0,,0,2.00,5,6,-1,-0.24,-2.84,3.8,4.8,-1.0,-0.24,-0.87,Matches,18-05-2024
513,Rafael Silva,br BRA,FW,Cruzeiro,32-044,1992,5,347,69,77.1,3.9,5,69,0,0,,0,2.00,5,6,-1,-0.26,-2.01,3.6,4.7,-1.1,-0.29,-0.80,Matches,18-05-2024
514,Everton Soares,br BRA,FW,Flamengo,28-057,1996,3,144,48,26.7,1.6,3,48,0,0,,0,3.00,3,0,+3,+1.87,+2.10,1.8,2.2,-0.4,-0.23,-0.57,Matches,18-05-2024
515,Tiquinho Soares,br BRA,FW,Botafogo (RJ),33-122,1991,3,200,67,37.0,2.2,2,67,0,1,66,0,2.00,6,2,+4,+1.80,+1.54,5.0,2.1,+2.9,+1.29,+1.78,Matches,18-05-2024
516,Fernando Sobral,br BRA,MF,Cuiabá,29-153,1994,4,284,71,78.9,3.2,4,71,1,0,,0,0.00,0,7,-7,-2.22,+1.33,1.9,5.1,-3.2,-1.00,+0.24,Matches,18-05-2024
517,Yeferson Soteldo,ve VEN,FW,Grêmio,26-323,1997,4,268,67,74.4,3.0,4,67,0,0,,0,1.50,3,3,0,0.00,-0.98,2.1,2.4,-0.4,-0.12,-0.03,Matches,18-05-2024
518,Igor Vinícius de Souza,br BRA,DF,São Paulo,27-047,1997,6,490,82,90.7,5.4,6,82,4,0,,0,1.67,8,4,+4,+0.73,+0.73,7.2,3.2,+4.0,+0.74,-0.70,Matches,18-05-2024
519,Raul Steffens,br BRA,GK,Botafogo (RJ),26-295,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches,18-05-2024
520,Everaldo Stum,br BRA,FW,Bahia,32-318,1991,6,255,43,47.2,2.8,3,68,0,3,17,0,2.17,5,1,+4,+1.41,+1.73,5.4,0.9,+4.5,+1.60,+1.89,Matches,18-05-2024
521,Damián Suárez,uy URU,DF,Botafogo (RJ),36-021,1988,4,235,59,43.5,2.6,2,86,1,2,32,0,1.75,6,2,+4,+1.53,+1.24,3.2,2.9,+0.3,+0.11,-0.11,Matches,18-05-2024
522,Talisson,br BRA,FW,Red Bull Bragantino,21-363,2002,1,14,14,2.6,0.2,0,,0,1,14,5,0.00,0,0,0,0.00,-0.17,0.2,0.0,+0.2,+1.18,+1.93,Matches,18-05-2024
523,Tchê Tchê,br BRA,MF,Botafogo (RJ),31-262,1992,4,279,70,51.7,3.1,2,90,2,2,50,0,1.75,4,3,+1,+0.32,-1.06,3.2,3.0,+0.1,+0.04,-0.27,Matches,18-05-2024
524,Matheus Teixeira,br BRA,GK,Criciúma,25-071,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches,18-05-2024
525,David Terans,uy URU,"MF,FW",Fluminense,29-281,1994,3,53,18,9.8,0.6,0,,0,3,18,3,0.33,0,3,-3,-5.09,-4.91,0.3,1.3,-1.0,-1.66,-1.44,Matches,18-05-2024
526,Thaciano,br BRA,FW,Bahia,29-006,1995,6,470,78,87.0,5.2,6,78,0,0,,0,2.17,8,5,+3,+0.57,+0.57,7.4,5.0,+2.4,+0.46,-1.06,Matches,18-05-2024
527,Thiaguinho,br BRA,MF,Juventude,27-037,1997,2,44,22,12.2,0.5,0,,0,2,22,2,0.50,1,1,0,0.00,+0.57,0.3,0.3,0.0,0.00,+0.63,Matches,18-05-2024
